iter	Passed	Remaining
0	3	7505
1	7	7379
2	11	7324
3	14	7300
4	18	7358
5	24	8195
6	28	8058
7	31	7950
8	35	7863
9	39	7798
10	42	7749
11	46	7710
12	50	7662
13	53	7622
14	57	7590
15	61	7570
16	64	7542
17	68	7519
18	78	8168
19	85	8474
20	90	8557
21	94	8495
22	98	8432
23	101	8378
24	105	8329
25	109	8334
26	113	8285
27	117	8242
28	122	8344
29	126	8302
30	130	8261
31	133	8228
32	137	8196
33	141	8161
34	144	8131
35	148	8099
36	152	8072
37	155	8044
38	159	8042
39	167	8214
40	171	8182
41	174	8154
42	178	8124
43	182	8098
44	188	8171
45	192	8162
46	195	8137
47	199	8109
48	203	8085
49	206	8061
50	210	8037
51	213	8013
52	217	7990
53	221	7970
54	224	7949
55	228	7929
56	232	7910
57	235	7894
58	239	7875
59	242	7856
60	246	7839
61	250	7822
62	253	7804
63	257	7787
64	261	7771
65	264	7757
66	268	7741
67	271	7727
68	275	7713
69	279	7699
70	282	7686
71	286	7672
72	290	7659
73	293	7645
74	297	7637
75	305	7730
76	311	7777
77	319	7869
78	327	7973
79	346	8304
80	355	8419
81	366	8573
82	374	8648
83	379	8665
84	400	9031
85	409	9114
86	413	9083
87	416	9052
88	420	9023
89	423	8995
90	427	8969
91	431	8944
92	434	8917
93	438	8891
94	442	8875
95	446	8851
96	449	8826
97	453	8802
98	457	8777
99	460	8754
100	464	8731
101	468	8711
102	471	8690
103	476	8683
104	480	8677
105	484	8655
106	488	8633
107	491	8611
108	495	8591
109	499	8573
110	502	8554
111	506	8534
112	509	8515
113	513	8496
114	520	8532
115	524	8521
116	528	8502
117	531	8483
118	535	8464
119	539	8446
120	542	8428
121	546	8410
122	550	8393
123	553	8378
124	557	8361
125	560	8343
126	564	8326
127	568	8310
128	573	8324
129	577	8308
130	581	8292
131	584	8276
132	588	8261
133	592	8244
134	595	8229
135	599	8214
136	603	8200
137	606	8185
138	610	8170
139	613	8156
140	617	8145
141	621	8135
142	625	8122
143	629	8108
144	632	8093
145	639	8114
146	642	8104
147	646	8090
148	650	8077
149	653	8063
150	657	8050
151	662	8050
152	665	8038
153	669	8024
154	674	8029
155	678	8016
156	681	8004
157	685	7991
158	689	7978
159	692	7965
160	696	7954
161	700	7942
162	703	7929
163	707	7917
164	710	7905
165	714	7894
166	718	7882
167	722	7883
168	727	7887
169	731	7875
170	735	7864
171	738	7852
172	742	7841
173	746	7830
174	749	7818
175	753	7808
176	757	7797
177	760	7785
178	764	7774
179	767	7765
180	771	7754
181	775	7743
182	778	7732
183	782	7722
184	786	7711
185	789	7701
186	794	7700
187	797	7690
188	801	7680
189	805	7670
190	808	7659
191	812	7651
192	816	7641
193	819	7631
194	823	7621
195	827	7611
196	830	7602
197	834	7592
198	837	7583
199	841	7574
200	845	7565
201	848	7556
202	852	7547
203	856	7538
204	859	7528
205	863	7519
206	867	7510
207	870	7501
208	874	7492
209	877	7483
210	883	7492
211	887	7483
212	890	7474
213	894	7467
214	898	7458
215	902	7450
216	905	7442
217	909	7434
218	913	7426
219	916	7417
220	920	7409
221	925	7408
222	929	7403
223	932	7395
224	936	7387
225	940	7378
226	943	7370
227	947	7362
228	950	7354
229	954	7345
230	958	7337
231	961	7330
232	965	7322
233	969	7314
234	973	7308
235	976	7300
236	980	7292
237	984	7287
238	988	7280
239	991	7272
240	995	7264
241	998	7256
242	1002	7248
243	1009	7267
244	1017	7287
245	1024	7305
246	1034	7344
247	1045	7382
248	1055	7419
249	1063	7446
250	1072	7473
251	1082	7505
252	1085	7498
253	1089	7489
254	1093	7480
255	1096	7472
256	1100	7463
257	1104	7457
258	1108	7448
259	1113	7453
260	1119	7456
261	1122	7447
262	1126	7439
263	1130	7431
264	1134	7424
265	1137	7416
266	1141	7407
267	1147	7416
268	1152	7414
269	1155	7405
270	1159	7397
271	1163	7388
272	1168	7390
273	1171	7382
274	1175	7374
275	1179	7366
276	1184	7369
277	1188	7361
278	1191	7352
279	1195	7344
280	1199	7336
281	1202	7328
282	1206	7320
283	1210	7312
284	1213	7304
285	1217	7296
286	1221	7288
287	1224	7280
288	1228	7272
289	1231	7264
290	1235	7256
291	1239	7249
292	1243	7242
293	1246	7235
294	1250	7227
295	1254	7219
296	1257	7212
297	1261	7204
298	1265	7197
299	1268	7189
