iter	GammaRMSEMetric
0	3.264115311
1	3.255675533
2	3.246762769
3	3.238845571
4	3.230932545
5	3.223034439
6	3.21526928
7	3.207393194
8	3.199791955
9	3.191652024
10	3.1829461
11	3.174815243
12	3.167040567
13	3.15955822
14	3.151647349
15	3.143899668
16	3.136346424
17	3.127772427
18	3.12037209
19	3.113034801
20	3.105388688
21	3.097692411
22	3.090856384
23	3.083746993
24	3.076479633
25	3.069084698
26	3.061629475
27	3.05476504
28	3.047808332
29	3.041514842
30	3.03416414
31	3.02815496
32	3.022062156
33	3.01490636
34	3.00760215
35	3.001344322
36	2.99482642
37	2.988318241
38	2.982480498
39	2.976048603
40	2.970363507
41	2.963575044
42	2.95867838
43	2.952132384
44	2.946111094
45	2.940172064
46	2.933916088
47	2.927495055
48	2.921712599
49	2.915701171
50	2.909984782
51	2.904118104
52	2.897899716
53	2.892145623
54	2.887663238
55	2.88219376
56	2.876819483
57	2.872033024
58	2.865566667
59	2.860021015
60	2.855225452
61	2.849537228
62	2.844624804
63	2.840031776
64	2.834801055
65	2.830396421
66	2.826095708
67	2.821740089
68	2.816541566
69	2.811560373
70	2.807153443
71	2.802285886
72	2.796568421
73	2.790605231
74	2.786251004
75	2.782530793
76	2.777566262
77	2.771901775
78	2.768153807
79	2.764194438
80	2.759039596
81	2.754277502
82	2.749237759
83	2.74521281
84	2.741115052
85	2.737544255
86	2.733880721
87	2.728043759
88	2.724114978
89	2.720744229
90	2.716053462
91	2.710927502
92	2.707933018
93	2.704088521
94	2.700767895
95	2.69679361
96	2.693001723
97	2.689764185
98	2.687188513
99	2.685082903
100	2.68049372
101	2.677221774
102	2.674368735
103	2.670122494
104	2.666410557
105	2.662056234
106	2.659807945
107	2.655796423
108	2.651411672
109	2.649448393
110	2.646574912
111	2.643154574
112	2.640712586
113	2.638304012
114	2.634465881
115	2.630476688
116	2.627849897
117	2.625667557
118	2.62158661
119	2.619064387
120	2.616479749
121	2.614055952
122	2.609798296
123	2.60721357
124	2.604496575
125	2.600909375
126	2.597377067
127	2.594310748
128	2.593132437
129	2.590315977
130	2.58865623
131	2.587520154
132	2.5839018
133	2.581649643
134	2.580685906
135	2.579032746
136	2.575776282
137	2.573231935
138	2.571202428
139	2.567256747
140	2.56549136
141	2.563559164
142	2.561184207
143	2.559226566
144	2.557883199
145	2.555198505
146	2.553208399
147	2.551611298
148	2.549969908
149	2.54947483
150	2.546631177
151	2.54406925
152	2.541386051
153	2.539616783
154	2.53701367
155	2.535204637
156	2.534740853
157	2.532616005
158	2.530106476
159	2.528836817
160	2.526504464
161	2.52473338
162	2.52240303
163	2.521128678
164	2.519573192
165	2.517395387
166	2.516635222
167	2.514184574
168	2.513142883
169	2.511671629
170	2.509762077
171	2.509315789
172	2.507278268
173	2.505863783
174	2.504579636
175	2.504393139
176	2.50255187
177	2.500132456
178	2.49847653
179	2.497083981
180	2.494862769
181	2.492860899
182	2.491518514
183	2.48972572
184	2.487610573
185	2.486014099
186	2.483861567
187	2.483610666
188	2.482611735
189	2.479963673
190	2.478653325
191	2.475814768
192	2.475828913
193	2.474870957
194	2.472804922
195	2.471583089
196	2.470048521
197	2.467602409
198	2.466070262
199	2.465005782
200	2.46452549
201	2.462880471
202	2.459475967
203	2.456782576
204	2.456364971
205	2.454305266
206	2.451951111
207	2.45042992
208	2.449010618
209	2.445929362
210	2.443505376
211	2.441498407
212	2.440703458
213	2.439171372
214	2.436764885
215	2.43437709
216	2.433090146
217	2.432461957
218	2.430121541
219	2.428502355
220	2.427772904
221	2.425343517
222	2.423846408
223	2.42172788
224	2.419580475
225	2.41807059
226	2.414791903
227	2.412695973
228	2.411810325
229	2.40923049
230	2.407972039
231	2.405344196
232	2.404132896
233	2.402840329
234	2.401168006
235	2.399668203
236	2.398050205
237	2.396925966
238	2.395798754
239	2.39600193
240	2.396031608
241	2.393886714
242	2.39325153
243	2.392307422
244	2.391294383
245	2.38971996
246	2.388933816
247	2.386760223
248	2.386189647
249	2.384801273
250	2.382335919
251	2.382506829
252	2.378944877
253	2.376536647
254	2.376199065
255	2.373827213
256	2.372433264
257	2.372500236
258	2.37030726
259	2.368778328
260	2.367876569
261	2.367168522
262	2.3649785
263	2.363080152
264	2.360806438
265	2.358795012
266	2.356920618
267	2.354699073
268	2.353485148
269	2.351668379
270	2.349556642
271	2.348650779
272	2.348122451
273	2.347374353
274	2.346830787
275	2.344814524
276	2.34413861
277	2.342889504
278	2.340891864
279	2.340174464
280	2.337992331
281	2.33756233
282	2.33703117
283	2.33602857
284	2.335444212
285	2.33318611
286	2.331968897
287	2.331609439
288	2.330466398
289	2.328629944
290	2.326751466
291	2.325967028
292	2.325543008
293	2.324989791
294	2.324177369
295	2.323118134
296	2.321813033
297	2.321309606
298	2.320693662
299	2.31959829
