name_x,team_x,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,position_x,conference,2026_wAV_Predictions
Kris Hutson,Arizona,-0.324264751,3.294239793,0.122105131,-1.650591969,-0.131788957,-0.035891073,0.037374552,-0.00207,-0.019257219,0.075730942,-0.039570865,WR,B12,1.687065798
Makhi Hughes,Oregon,2.631410901,-2.112351942,4.99932633,0.385952842,-0.384806929,-1.177788254,-1.069430883,0.245048291,-0.089747816,0.029944265,0.098222889,RB,B1G,1.686724964
John Mateer,Oklahoma,16.24675126,0.361275669,0.08388785,1.538411821,-2.923136281,-0.551900525,-0.502329858,1.195459486,-0.583809527,-0.059964523,-0.618855816,QB,SEC,1.686209278
Jeremiah Cobb,Auburn,0.934628058,-2.170718725,3.545737685,0.443330722,-0.534689949,-0.359992421,-0.30363461,0.020745455,0.034965954,0.244819476,0.040762254,RB,SEC,1.686137422
Max Johnson,North Carolina,7.578304798,-1.766650208,-2.42549339,0.86885593,-0.507805315,-2.525816108,1.59125084,-0.959758444,1.372770053,0.662831347,-0.3608013,QB,ACC,1.685425756
Rodney Fields Jr.,Oklahoma State,1.579171948,-1.362860843,3.528892947,-0.355023612,0.143052749,-1.672780947,0.132435714,-0.810245722,0.908760163,0.517147278,0.383346172,RB,B12,1.682900233
Harrison Waylee,Virginia,2.780699881,-3.349986632,5.004994811,0.776527793,-0.526826056,-1.205048793,-0.218316779,-0.371356276,0.489302214,0.380488507,0.139748817,RB,ACC,1.682722478
Marcel Reed,Texas A&M,15.35956087,0.269376339,-1.325637067,0.974589078,-2.99597851,0.052979671,-0.616702526,1.032772381,-0.497466609,0.130274737,-0.089773616,QB,SEC,1.682169951
Samari Collier,Coastal Carolina,6.419220457,-2.604533467,2.163053413,1.774030862,0.693022581,-0.49698206,1.349857346,0.272528941,-0.336543266,0.094388081,-0.574972731,QB,SBC,1.681264901
Jaxon Potter,Washington State,4.745330606,-1.713549326,-3.28187736,1.059043878,0.487136956,-3.222530095,1.740226744,0.2647402,0.217214768,0.877787318,-1.344093623,QB,PAC,1.680845858
Jaziun Patterson,Iowa,-0.344259952,-2.739210192,1.479202789,0.118377346,-0.591191264,0.123886409,-0.023374695,-0.241691493,0.187591243,0.155307949,0.044893327,RB,B1G,1.680363604
Joseph Filardi,Syracuse,4.725076116,-3.835613899,-1.566001467,1.021499867,3.338145964,-1.372456466,2.18313191,-1.312359441,0.814650469,0.982317256,0.599977214,QB,ACC,1.679506697
Colbie Young,Georgia,-1.022927813,3.008867772,0.040328417,-0.858652637,-0.070849772,0.102851791,-0.12109613,0.141063583,-0.100271196,0.965692581,-0.044314109,WR,SEC,1.678836251
Ca'Lil Valentine,Illinois,0.179342087,-3.319798131,2.515297955,-0.129781543,-0.006434192,-1.057854675,-0.380889415,-0.486436383,0.50260128,0.435534512,0.216212049,RB,B1G,1.678317151
Turbo Richard,Boston College,1.803085021,-1.715040413,5.378663389,0.272969969,0.404512717,-2.181255161,-0.287942078,-0.491433788,0.631804374,0.274575962,0.364036967,RB,ACC,1.677241417
Asaad Waseem,Florida Atlantic,0.357597766,3.869815342,-0.480701006,-4.951020885,4.827625394,-1.018042145,-2.506172997,0.161194441,-1.208858759,0.303269783,-0.73588425,WR,AAC,1.676291721
Abu Sama III,Iowa State,1.753621615,-3.879784663,4.222999492,0.716486732,3.570808915,0.835427142,-0.059200322,-1.193542642,0.038971126,0.096884177,0.307983046,RB,B12,1.674410679
Trond Grizzell,California,-0.035560019,3.954710035,0.254170599,-1.850421958,-0.04855983,-0.222878737,0.086724735,-0.121461297,0.108725604,0.007944274,0.04538422,WR,ACC,1.673880838
Sean Ashenfelder,Rutgers,-1.390244614,-0.470627386,-2.967393685,1.250047415,2.097059478,-3.817519986,-0.703953082,2.085707844,-2.352775321,-5.322733918,-3.748963174,QB,B1G,1.673793687
Ryan Puglisi,Georgia,0.1092622,-2.04135945,-2.151515356,0.656142432,-0.452125634,-0.126872908,2.281485705,1.547588923,-1.227302171,0.325255988,-0.306679331,QB,SEC,1.673600324
Ryken Moon,Washington,-1.728963891,-3.948928238,-0.587062046,-1.612424694,-1.043637743,1.495047319,0.371786299,-0.120498039,0.051730225,1.342630378,-0.077552179,RB,B1G,1.672845487
Cameron Davis,Minnesota,0.02027857,-2.79354046,1.404589784,0.104717768,-0.816810966,0.330061613,-0.263613999,-0.031640379,-0.015065753,-0.070374653,-0.029928103,RB,B1G,1.670021103
Eli Sanders,USC,1.146191591,-1.176544896,3.876590473,0.408400463,-0.335781413,-0.657490036,-0.376950874,0.008626983,0.063357756,0.105593749,0.124836813,RB,B1G,1.668117827
Henry Belin IV,Duke,0.866214096,-2.520113324,-1.577141249,0.55510403,-0.262056594,-0.732775131,1.867647712,0.468197779,-0.242056167,0.704937946,-1.104636673,QB,ACC,1.666244605
DeAree Rogers,Northern Illinois,0.62885723,3.191829146,1.652006462,-1.415641576,-1.116259436,1.126713452,2.809883384,-0.88075752,0.931678699,0.556767479,0.225609576,WR,MAC,1.66003166
Patrick Crayton Jr.,Rice,0.850995161,-4.360191338,-2.759099044,-0.852719077,7.3256044,2.01493475,1.299047874,1.0935607,-2.730592859,1.646823285,1.007474894,QB,AAC,1.659700062
Gary Bryant Jr.,Oregon,-1.6340818,2.317984356,-0.138887194,-0.229331404,-0.140123153,0.288508021,-0.156030548,0.212588168,-0.215233584,0.69518361,-0.091656803,WR,B1G,1.658591359
Dillon Bell,Georgia,-0.613835365,2.057821423,0.203656043,-1.686337405,-0.057384353,-0.144823196,-0.047383505,0.006022531,-0.024684941,-0.001612652,0.033944093,WR,SEC,1.65809186
Chubba Purdy,Nevada,3.329060896,-2.633521702,-0.703905543,1.699241156,-0.110846279,-1.893275122,2.395773041,0.919398649,-0.507292497,-0.079370084,-0.244294907,QB,MWC,1.658030655
Adam Mohammed,Washington,0.533627954,-1.726012009,2.845904908,0.053569557,-0.352018549,-0.503093681,-0.264467969,-0.153089625,0.159618861,-0.175429275,0.141909841,RB,B1G,1.657731619
Makhilyn Young,Vanderbilt,-0.001678412,-2.056958979,2.352682847,0.945291181,-1.440050078,1.42922047,0.505160512,0.171686996,-0.267192861,-0.622462755,-0.083426571,RB,SEC,1.657437037
Noah Short,Army,1.74462258,1.069177799,3.470160141,-0.959811829,-0.228919606,-0.691501924,0.624359471,-0.400469854,0.45895855,0.111333213,0.208192902,WR,AAC,1.656600227
Yamir Knight,SMU,-0.48707472,3.923790344,0.265327701,-2.75008069,0.65997109,-1.028989242,-0.830317907,0.131156996,-0.259229959,-0.187210239,-0.344704767,WR,ACC,1.655703322
Caden Knighten,Baylor,1.141510119,-1.890143083,3.576349664,0.076316096,2.230175782,0.042347597,0.01821986,-0.927582165,0.234834444,-0.07875707,0.365698932,RB,B12,1.655199056
Rueben Owens,Texas A&M,0.693795717,-2.222034057,2.925099404,0.227137588,-0.277049966,-0.712711021,-0.314245699,-0.277822729,0.306415627,0.232879234,0.155598226,RB,SEC,1.65332762
Hunter Watson,Sam Houston,13.49735692,-3.613805584,0.119704635,2.221916498,5.824919379,-0.027109503,1.221650542,-1.95143922,0.669005197,2.033369676,0.289466219,QB,CUSA,1.652730965
Corey Smith,Penn State,-0.957029814,-3.460709109,0.269900291,-0.550524934,-0.667921084,0.496029654,0.184727901,-0.337679236,0.265947261,0.86550667,-0.057649999,RB,B1G,1.651536089
Agyeman Addae,UCF,-0.661121506,-2.052607669,-0.8493717,-0.243819273,0.315967778,-1.052811302,1.81288472,0.771555404,-0.653301508,-0.132682096,-2.105421986,RB,B12,1.650028107
Javon Robinson,Georgia State,0.891023391,2.344342161,0.990687282,-2.752212662,5.1907046,2.483689599,1.841296925,-1.685034915,0.030156537,0.088264118,0.155630873,WR,SBC,1.645115803
Sean Wilson,Delaware,0.629796092,3.794771362,0.715153398,-3.728032093,2.377067324,0.68296267,0.902492501,-0.69545228,-0.002424343,0.242330306,-0.017414905,WR,CUSA,1.644865315
Justin Baker,Tennessee,-1.695098344,-3.586313709,-0.651854931,-1.231171692,-0.540587413,0.612028163,-0.191615231,-0.168775628,0.062638869,0.789346542,-0.103802033,RB,SEC,1.644546577
Jamauri McClure,Tulane,0.243069783,-1.337624905,2.717664827,0.911929374,-0.80293617,0.403149653,-0.213877431,0.256123067,-0.21306135,0.410173885,-0.056339859,RB,AAC,1.643247603
NaQuari Rogers,Utah,0.934098631,-1.576354014,3.932510671,0.839209137,-0.745888464,0.046333652,-0.829855389,0.667883674,-0.54711748,0.03209898,-0.012687287,RB,B12,1.642104824
Joe Pesansky,Florida International,6.735026274,-3.268788815,-2.639726806,1.661100353,2.562675345,-0.321785305,1.530478518,-0.833774006,0.266031952,0.48965939,0.549560794,QB,CUSA,1.641472479
Dylan Edwards,Kansas State,1.813354634,-1.561379689,3.863821975,0.329674796,2.06893944,1.333339159,0.666824186,-0.735627293,-0.063049134,0.318301773,0.070539097,RB,B12,1.641420667
Sieh Bangura,Ohio,2.756907787,-3.579143162,4.977254748,1.00459228,-0.763627631,-0.831743705,-1.147462222,0.382469636,-0.246513728,-0.172953686,-0.062276259,RB,MAC,1.64085424
Emmett Mosley V,Texas,-1.096177394,4.983495449,0.345491049,0.814990637,0.06872309,-0.191301047,-0.051964034,0.112683237,-0.057290083,0.850052001,-0.115686623,WR,SEC,1.640533418
Tad Hudson,Coastal Carolina,9.840518574,-3.560341828,-3.04691368,1.652219389,8.887225613,0.824392053,1.783870639,-3.137276579,0.897413507,0.790769637,0.7343083,QB,SBC,1.640138035
Joshua McCray,Georgia,0.365747765,-2.112281356,2.399632383,0.100233861,-0.42924015,-0.311576506,-0.590456733,0.094052468,-0.084859416,0.010827911,-0.001622019,RB,SEC,1.640104108
Jayden Scott,NC State,0.208263372,-3.208256201,2.182116747,0.237664929,-0.550626801,-0.169436105,-0.341160433,-0.152192876,0.069666271,-0.116279064,-0.083002537,RB,ACC,1.639362731
Daniel Hill,Alabama,-0.624786631,-2.077995129,1.606146268,-0.776564714,0.20924646,-1.012561743,-0.037706718,-0.592527007,0.531847442,0.072092282,0.180620177,RB,SEC,1.639166929
Jayden Denegal,San Diego State,7.01352022,-2.22013647,-3.300726447,1.201405226,-0.214018331,-2.352239436,0.767258507,0.053703316,0.322741797,0.583774568,-0.327500847,QB,MWC,1.637934266
Lloyd Jones III,Texas Tech,-0.096759404,-0.690183026,-1.836972539,2.537808833,0.252810871,-1.445334502,2.708531259,1.274579947,-1.224206847,-2.671915703,-3.365095899,QB,B12,1.637732862
Cam Pickett,Kansas,0.595549772,2.522449391,1.796496772,-1.427717725,-0.100630297,1.129410319,2.447543266,-1.05323082,0.779867598,-0.68351609,0.328683823,WR,B12,1.637632532
Logan Diggs,Ole Miss,0.251530562,-0.737412839,3.044146162,1.321608782,-1.060924385,0.725382157,0.703171021,-0.092217903,0.130575453,-0.062127513,0.189410295,RB,SEC,1.63491205
William Watson III,Virginia Tech,1.636934091,-2.47792797,-1.633776789,1.136854898,3.821366145,-0.277173702,1.979883727,0.270374463,-1.189323374,-1.932778722,-1.558086206,QB,ACC,1.633499718
Samuel Harris,Wyoming,1.959581839,-1.343941162,4.085939877,-0.037262143,2.847737523,0.632771761,0.102599147,-0.918928155,0.065017471,0.452186069,0.26354572,RB,MWC,1.631985765
Luke Wysong,Arizona,-0.475108182,3.160359072,0.122986871,-0.657846778,1.659152347,0.580813239,-0.232855985,2.219651999,2.926188178,-1.164991622,0.086541236,WR,B12,1.630156257
Thomas Castellanos,Florida State,15.51252459,-0.178741594,-0.514848799,1.167617518,-2.49012108,-1.172117244,-0.595863802,0.684125753,-0.090619627,-0.086215609,0.156546356,QB,ACC,1.630063432
Kaden Anderson,Wyoming,9.965993714,-1.800329602,-4.608929552,1.228659799,4.109197301,0.47581969,0.487475595,-1.492068945,0.427510855,1.255300667,0.492373035,QB,MWC,1.629720927
Reggie Branch,Missouri State,0.388078682,-2.321051217,-2.166667658,1.493058725,2.646435509,-0.313667212,4.529935832,2.596805658,-2.901697796,-0.491347985,-6.067390621,RB,CUSA,1.628984744
Maddux Madsen,Boise State,13.40917068,1.244034831,-3.309597432,0.342127149,-2.813043557,0.345172263,-0.385258674,0.544170255,-0.191247097,-0.470442105,-0.222685912,QB,MWC,1.628861725
Ismail Mahdi,Arizona,4.304210555,-1.53241953,7.019654973,0.306973079,2.500981897,0.879838793,-0.428440572,-0.137350759,-0.68637606,-0.281221955,0.060946041,RB,B12,1.628629252
Seth Sweitzer,Merrimack,-0.055601901,1.521674715,1.202410954,-1.157205143,-0.85210707,0.703965334,2.500592156,-1.064542476,1.057695337,0.054311388,0.375138703,WR,INDAA,1.628198661
Isiah Canion,Georgia Tech,-1.485736823,2.071548002,-0.109684504,-1.028482665,-0.078633678,0.304366113,-0.014612096,0.280865382,-0.169656134,1.882071966,-0.115326277,WR,ACC,1.625823998
Haynes King,Georgia Tech,17.32498162,0.766393405,0.130890132,0.919709031,-3.133246247,-0.581280557,-0.86143526,0.87659704,-0.3141821,-0.797984787,-0.199878093,QB,ACC,1.625462444
Kirk Francis,Tulsa,6.839504523,-1.672153765,-3.81231405,0.637595344,-0.139892463,-2.543254215,0.859459145,-0.32895638,0.778510163,1.692715217,-0.230757469,QB,AAC,1.624672239
Muizz Tounkara,Florida,-2.221293947,-2.730477087,-1.265858501,-1.47083606,-0.510370019,0.985111276,-0.49719899,0.30566378,-0.303120539,1.776040047,-0.140263351,WR,SEC,1.623758822
Duke Smith,Auburn,-2.323891947,-3.995296748,-1.94898305,-2.999151575,0.186437907,-0.121966616,-2.186763168,0.59685118,-0.85022894,-0.626992313,-0.300296489,WR,SEC,1.622324209
Hank Brown,Iowa,1.420425586,-1.982679994,-2.889370274,0.640972703,0.288510008,-1.781113652,1.608592791,1.100794665,-0.76307259,0.077829889,-0.751670152,QB,B1G,1.622229116
Skyler Locklear,UTEP,11.60108531,-3.729319583,-0.577910051,2.364097293,2.932531579,-1.880802828,1.090808285,-1.264188131,0.924852189,1.523748055,1.038164922,QB,CUSA,1.622167195
Evan Dickens,Liberty,4.186203972,-2.333247152,7.934621396,1.723677966,-0.369471694,-1.881615798,-1.491287039,0.530012812,-0.338599495,-0.660053258,-0.013469549,RB,CUSA,1.620740432
Billy Wiles,App State,3.623547255,-1.690916089,-2.883791258,0.545859579,-0.289152671,-1.353465124,0.913953216,0.605152669,-0.393563089,-0.219817695,-0.983900475,QB,SBC,1.619954836
Tommy Ulatowski,Kennesaw State,3.416858365,-2.341683401,-2.505581494,-0.057517168,-0.330143376,-1.231738597,0.570955153,0.355883836,-0.185629171,-0.368418587,-0.147944779,QB,CUSA,1.619881023
Colin Chase,Temple,0.240632941,2.012706859,1.226328702,-1.947880324,-0.334338031,-0.042099734,1.491149363,-0.648394103,0.649831271,0.261784932,0.097383601,WR,AAC,1.619502775
Conner Weigman,Houston,12.77913622,-0.531611083,-1.441100613,1.382108905,-1.878386294,-1.479730048,0.404991056,-0.068510287,0.577080191,0.150257241,-0.011054088,QB,B12,1.618454626
Isaiah Marshall,Kansas,0.004906368,-1.960656866,0.03473136,1.736861301,-0.952082639,0.701422499,3.527019976,1.621971082,-1.40655878,0.399582531,-3.392655672,QB,B12,1.618011708
Jackson Arnold,Auburn,12.45734954,-2.961495752,0.513285606,2.228698873,5.967085351,1.135554261,0.89021303,-1.523703403,-0.056822505,0.793090724,-0.313671416,QB,SEC,1.61785083
Robby Preckel,Northwestern,-0.314575578,-3.777429171,0.478445573,-0.372686156,2.16250062,0.506809927,-0.034848582,-1.191515022,0.41651052,0.367742731,0.306742839,TE,B1G,1.616959966
Ryan Browne,Purdue,10.72615238,-2.118170559,-2.076680809,1.49412857,4.034083079,0.173817718,1.204309818,-1.559188429,0.503496007,0.169530942,0.421749094,QB,B1G,1.615692934
Mabrey Mettauer,Sam Houston,1.238222084,-3.841496381,-1.84085395,0.080848562,0.09208679,-1.456989678,1.699271989,0.418106555,-0.148623136,0.790347663,-0.82017927,QB,CUSA,1.61536827
Grayson Rigdon,Arizona State,-2.223131817,-2.578007911,-1.232959573,-1.601733558,0.207003732,-0.023854451,-1.828888458,0.579020735,-0.622854417,1.967657019,-0.444440777,RB,B12,1.614623316
Tucker Kilcrease,Troy,8.682615516,-3.032250943,-1.67527468,1.419264941,4.365305359,-0.675242355,0.798328042,-1.371963959,0.372978857,0.806454152,-0.104402715,QB,SBC,1.613915627
Evan Simon,Temple,8.786233836,-0.557004581,-4.584464987,0.988252749,-0.61031315,-2.352988601,0.123611577,-0.730989548,1.023907451,0.037524559,-0.134451318,QB,AAC,1.613086548
Ryan Boe,Northwestern,-0.399256653,-3.215454647,-0.763689458,-0.062427368,-0.253404222,-0.353330337,1.628584887,1.478698277,-1.222568535,0.009995505,1.250331742,QB,B1G,1.611589574
Aidan Armenta,UL Monroe,11.01487858,-1.946955202,-3.716934692,1.416421726,3.681260199,0.241359855,0.80749217,-1.372791055,0.453522406,0.855127322,0.806295881,QB,SBC,1.611474943
Gavin Garcia,Kent State,1.398401743,-3.456567102,3.601579081,0.564659963,1.751207797,-1.00290537,-0.470249093,0.27780727,2.377715544,0.192991436,0.491578718,RB,MAC,1.610590364
Bishop Davenport,South Alabama,10.31078253,-2.050865045,-0.794730104,1.640511642,5.457857047,2.293728358,1.012766609,-0.943685162,-0.754995273,0.18534458,-0.489146521,QB,SBC,1.609683626
Isaiah Hardge,Colorado,-2.178400064,-0.293744113,-1.033080789,0.304618464,2.431520911,1.484522307,-1.817731228,9.843257022,10.64677422,-1.911340994,-0.369485394,WR,B12,1.609097028
Maverick McIvor,Western Kentucky,14.71415679,0.292275752,-4.005993412,0.655615425,-0.774303622,-0.82980127,0.243857198,-0.719907852,0.909671865,1.104452421,0.161939713,QB,CUSA,1.608539079
Duce Robinson,Florida State,0.004990898,6.142665989,0.735773319,-1.825795458,0.292153817,-0.691942166,0.304038044,-0.223476827,0.221164163,-0.33464585,0.151541731,WR,ACC,1.608149242
Marcus Beamon,Central Michigan,0.072695977,-3.907742478,-0.581866645,-0.098882318,-0.113711532,-0.823580643,1.470096041,0.752886984,-0.579456472,0.784414956,-2.187937556,QB,MAC,1.608087907
Emory Williams,Miami,1.275840141,-1.558897577,-2.562511922,1.067948011,-0.260150692,-0.993809745,2.198601438,0.527292541,-0.251104661,-0.12725109,-1.426168048,QB,ACC,1.607244518
Joshua Long,Eastern Michigan,-0.909820256,1.660997617,-0.12647294,-1.978874923,-0.177240986,0.231591405,0.247481997,0.164013249,-0.097703945,1.387905825,-0.225757231,TE,MAC,1.606563232
Adam Damante,New Mexico State,6.756166179,-1.977184518,-3.173835409,1.130603636,2.971163569,-1.123147316,1.491508069,-0.680149476,0.219140354,0.897483669,-0.208323554,QB,CUSA,1.606455769
Gabriel Benyard,Kennesaw State,0.168238107,2.653775039,2.122259582,-1.721065987,-0.370791033,0.156431171,1.511197112,-0.470301119,0.459414732,0.231149071,0.028120569,WR,CUSA,1.606186672
Eugene Wilson,Florida,-0.659320551,1.859356732,0.118751329,-1.979187527,0.652616512,-1.083486943,-0.743480953,-0.057072082,-0.015835303,0.679442507,-0.268368732,WR,SEC,1.606173717
Ja'Kobi Jackson,Florida,0.497360979,-1.816012431,2.155016133,0.225330073,0.736316543,0.584756878,-0.201065788,-0.273707739,-0.099890067,-0.093323944,0.166113868,RB,SEC,1.604577293
Joey Labas,Central Michigan,9.137766365,-1.070103887,-4.253162095,0.734957321,-0.659285156,-2.326665459,0.943575322,-0.370536689,0.849858817,1.125507843,-0.067956934,QB,MAC,1.603022104
Blake Shapen,Mississippi State,13.90982676,-0.893626344,-3.264076418,1.360120758,6.321444162,1.96348945,0.474519647,-2.015130506,0.092712703,0.210792851,0.14219413,QB,SEC,1.602881953
Evan Pryor,Cincinnati,0.049369028,-1.699274314,2.717425785,-0.257946237,-0.428178741,-0.098852602,0.162005445,-0.151845018,0.15278923,0.341230363,0.055234749,RB,B12,1.602814244
Toby Payne,Marshall,-1.389827598,3.10816998,0.199630668,-0.937059221,-0.089782239,0.239426361,0.094533761,0.267223712,-0.235072513,0.936488497,-0.190361027,TE,SBC,1.601523045
Gabarri Johnson,Oregon State,2.013002909,-3.577698103,-1.209930067,0.880700472,-0.128530931,-1.353247547,1.872208765,0.16062834,0.053950985,0.194943191,-0.565807339,QB,PAC,1.600389099
Dylan Riley,Boise State,2.252080978,-1.881353216,6.226440682,0.334851246,-0.336035829,-1.060113262,-0.373542612,0.141844397,-0.022224679,0.051135333,0.082967974,RB,MWC,1.600044315
Christian Clark,Texas,-0.381447188,-1.950234509,1.504162194,-0.000805943,0.003421386,-0.703897913,-0.389011196,-0.447358735,0.435410731,0.139985757,0.374419013,RB,SEC,1.600001103
Johnnie Daniels,Mississippi State,-0.110350874,-2.059424165,1.229640012,0.16508056,-0.362807273,-0.352590141,0.143623618,-0.562680937,0.513011161,-0.285889829,0.264977071,RB,SEC,1.59956478
Ke'Travion Hargrove,Old Dominion,-0.570979343,-3.038177091,1.075409297,-0.143596712,-0.722030629,0.459661452,-0.174440924,-0.014640123,-0.03256564,0.609463274,-0.160455259,RB,SBC,1.598774087
Kenji Christian,Toledo,1.041071789,-1.618875422,3.855025519,-0.43261877,2.041105005,0.588594159,0.009103625,-0.356547696,-0.23499706,1.028656805,0.017527432,RB,MAC,1.598130077
Oscar Adaway III,South Carolina,0.863554242,-2.970661101,2.547625106,0.545183314,-0.832576065,0.02157882,-0.256894656,-0.060683359,0.038286168,-0.235610515,-0.003288954,RB,SEC,1.597847982
Jalyn Gramstad,Nebraska,-1.219567111,-2.693190798,-2.249621692,-0.344305607,-0.182999957,-0.067216646,0.988145783,1.064356036,-0.940864681,0.73003075,-1.952422772,QB,B1G,1.597800457
Carter Smith,Wisconsin,4.55881045,-4.636082821,-1.412323156,0.853117305,4.78556399,-2.121750112,1.760692265,-1.948639986,1.14103188,0.512004936,-0.102549428,QB,B1G,1.597030706
Dylan Raiola,Nebraska,15.43488772,0.124670213,-5.244304613,1.001334022,4.312629021,2.044923011,0.211714464,-1.604194363,0.172422317,0.916155699,0.445971823,QB,B1G,1.596712025
Grant Wilson,Indiana,4.840608056,-1.54846115,-1.416065851,1.909588015,-0.674898891,-1.423432884,2.201769929,0.15705303,0.231122818,0.222143776,-0.731516576,QB,B1G,1.596702458
Landon Roldan,Georgia,-1.298762473,0.217343679,-2.693220656,2.178212772,1.395976825,-2.674816541,1.125028978,2.331861523,-2.323065944,-3.078643521,-4.29341495,WR,SEC,1.596117364
Elijah Green,Sam Houston,0.266193338,-2.729902568,2.120926097,0.561970956,-1.110249132,0.759186018,0.256882292,-0.017742829,-0.011006432,0.197233604,-0.064136376,RB,CUSA,1.59610584
Marvis Parrish,Western Kentucky,1.426792298,-2.409083017,4.102577409,-0.770675351,2.101034528,0.219406063,0.707286614,-0.953991505,0.279013381,0.785782909,0.019352175,RB,CUSA,1.596000087
Jeff Caldwell,Cincinnati,-0.168017985,3.730180762,0.202342688,-2.244477447,0.036613634,-0.312593058,0.327540939,-0.122371769,0.1418509,0.217498401,0.029902204,WR,B12,1.595456014
Brennen Ward,Kentucky,-0.526748282,-2.844063205,-2.407374061,-0.651214075,0.00562494,-0.659012193,0.890373705,0.461471017,-0.368755599,0.19579409,-1.443356956,QB,SEC,1.594776524
Au'Tori Newkirk,North Carolina,-0.581293778,-5.684850801,-1.161630116,-1.512005772,-0.842417833,0.132863712,5.259474451,0.806802041,-0.640698863,-3.133043053,2.486304081,QB,ACC,1.594213473
Matthew Caldwell,Texas,4.072332612,-0.209339985,-0.402839535,3.047954389,-1.821117286,0.716622741,4.388517296,-0.234871146,0.299827991,-2.466638872,-0.679100752,QB,SEC,1.593582475
Tristan Ti'a,Oregon State,3.491541576,-2.831680234,-3.267369315,0.540012093,1.461051448,-2.637754192,1.406516825,0.188103022,0.038795737,1.444969561,-0.953889767,QB,PAC,1.593470695
Braxton Jennings,Louisville,0.540286335,-3.181241957,1.479098791,0.169032337,0.913251593,0.753882975,0.410370235,-0.860788169,0.428432399,0.412567029,0.243959766,RB,ACC,1.591040382
Rocco Becht,Iowa State,16.82895085,1.071050463,-3.16580018,0.185467106,-3.449448017,0.545149266,-1.340229511,0.79017606,-0.262077187,0.591963044,0.141395127,QB,B12,1.590731094
Kiael Kelly,Ball State,6.754682717,-4.120612268,0.661370671,2.105021584,0.005874659,-3.260310703,1.065329028,-0.299870213,0.756347718,0.591609631,-0.167471426,QB,MAC,1.589879818
O'Mega Blake,Arkansas,-0.098534936,1.292528021,-1.015762209,0.507613747,-1.223222854,1.358698613,-0.897184398,0.500402189,-0.616189428,-0.534645832,-0.234089661,WR,SEC,1.589437565
Le'Veon Moss,Texas A&M,2.141471066,-2.371129443,4.521777058,0.759416975,-0.822509443,-0.379525559,-0.488771827,0.184578042,-0.087660429,-0.178544211,0.063284406,RB,SEC,1.588937886
Dae'Quan Wright,Ole Miss,-0.982013026,3.389614742,0.242660467,-1.433584422,0.050301361,-0.131365915,0.062155331,0.021295826,-0.047897072,0.132918792,-0.036250278,TE,SEC,1.588450442
Caleb Komolafe,Northwestern,0.99537542,-3.204373106,3.401366413,0.255418392,-0.01866014,-1.349352174,-0.755672336,-0.235147543,0.289243694,0.194422094,0.135191341,RB,B1G,1.58771815
Easton Messer,Florida Atlantic,1.631768572,5.457647477,2.728904776,-3.054979729,-1.176427125,0.982645908,3.590979729,-1.100494298,1.067395971,-0.829948443,0.207449758,WR,AAC,1.587068903
Jayden Sellers,South Carolina,-0.930931652,1.391913467,0.857192326,-0.977961639,0.193966612,-0.543287195,0.833585439,-0.772341856,0.740509465,0.184607586,0.392875999,WR,SEC,1.5860122
McCae Hillstead,BYU,1.248670007,-1.748167258,-2.105998216,1.030507785,-0.195419237,-0.872399993,1.873435278,1.157029757,-0.935288716,-0.210969823,-1.143139311,QB,B12,1.585959272
Jordan Allen,Georgia Tech,-0.560828463,0.967572344,2.350975181,0.020771346,1.490245138,2.27244129,2.330099196,-1.194501023,0.412662672,0.15745639,0.404812815,WR,ACC,1.58552926
Luke Kromenhoek,Mississippi State,1.841361478,-2.678759894,-1.075332786,1.164240141,-0.240741205,-1.238486836,2.136863778,0.365616651,-0.05869015,0.543391774,-1.219018642,QB,SEC,1.585114973
Victor Snow,Buffalo,-0.061995373,4.222670194,0.563435231,-2.363691517,-0.12576478,-0.106587564,0.326028171,0.01776324,-0.071913492,-0.585729827,-0.089018672,WR,MAC,1.584512144
Darius Curry,Colorado State,6.70900855,-2.965368792,-3.504049093,1.343652672,3.49997101,-2.054797624,1.925277467,-1.081686963,0.606284712,0.460136875,0.742881193,QB,MWC,1.584194119
Brayden Fowler-Nicolosi,Colorado State,12.14334174,-0.017969476,-4.843289534,0.29742391,-1.126149505,-2.395528664,0.129876688,-1.091103649,1.501161886,0.526124596,0.583318344,QB,MWC,1.584152414
Dakarai Anderson,Cincinnati,-2.152559436,-5.34773201,-2.131047796,-4.510993065,0.198659781,0.068988487,-2.458240883,0.835000607,-1.049232684,0.675854664,-0.606466918,WR,B12,1.583466443
Decker DeGraaf,Washington,-1.563457409,2.452080053,-0.029611531,-0.571288819,-0.081645873,0.245203226,-0.110138647,0.240627699,-0.20390221,1.033702427,-0.097283811,TE,B1G,1.582953951
Miles O'Neill,Texas A&M,-0.065046476,-2.007866676,-2.585822414,0.788878215,0.256378526,-1.222728678,2.16180482,2.443545758,-1.942369016,0.82568292,-0.123154287,QB,SEC,1.582630562
Scottre Humphrey,New Mexico,1.999825319,-2.506706917,3.890262089,1.132986096,3.691411332,2.263655171,0.037865273,-0.707500511,-0.660675174,-0.154943887,0.091088327,RB,MWC,1.582505473
Noah Thomas,Georgia,-1.254792085,3.300118585,0.285520444,-1.482712009,0.187377716,-0.253814436,0.139860644,0.01103879,-0.018492809,0.316072133,-0.00864053,WR,SEC,1.579010821
