name_x,team_x,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,position_x,conference,2026_wAV_Predictions
Mason Andrade,Wake Forest,-2.196837675,-2.77089555,-0.901258713,-0.850127056,-0.76211489,1.135724964,0.037028747,-0.076556215,-0.117742775,-0.264268452,-0.067264975,TE,ACC,1.218309089
Kaden Wetjen,Iowa,-1.267176384,-2.021678774,0.057392267,0.501997535,0.422472401,2.452450564,0.901445347,-0.478654776,-0.143605885,-0.176550463,0.060234899,WR,B1G,1.217312438
Takye Heath,Virginia Tech,-1.739033172,0.016342419,-0.071601918,-0.597239273,-0.236221436,0.217349111,0.777346264,-0.557712971,0.426225012,-0.289576803,0.133711654,WR,ACC,1.216474709
Josh Beetham,Georgia Tech,-2.751418995,3.711854433,-0.139578404,3.13128581,0.16233253,0.175337212,-0.692021126,0.436648512,-0.251814405,2.933628859,-0.114680911,TE,ACC,1.215874859
Gideon Davidson,Clemson,-0.72854813,-2.117053745,1.098003007,-0.192585901,0.171391029,-0.993815543,-0.066566555,-0.869971089,0.73143332,-0.446526984,0.32283091,RB,ACC,1.21576296
Bryce Farrell,Stanford,-1.189852859,-1.120362975,-0.478934812,0.235461006,-0.777338435,0.841817106,-0.268568219,0.091429141,-0.23764243,-0.422427786,-0.165619994,WR,ACC,1.215268894
Jeremiah Scoby,Bowling Green,-2.10646137,0.531634914,0.379474227,3.022930636,-1.602434103,2.283199474,2.310013999,-0.596233451,0.696591629,1.597877756,0.389694405,TE,MAC,1.215032743
Luke Hutchison,Navy,-2.072461107,2.923456486,0.581122252,2.653765974,-0.92386898,1.301327682,1.925698607,-0.537326206,0.734307402,1.354061306,0.702328522,WR,AAC,1.213546334
Arnold Barnes,Tulane,-0.043002533,-2.999021043,1.297077237,0.405694135,2.152538942,1.864660434,0.097332264,-0.714891322,-0.304430382,-0.601942505,0.083341049,RB,AAC,1.213111961
Jeremiah Hasley,Duke,-1.743709233,1.883125037,-0.208362322,-0.686112141,0.040673504,-0.057593302,0.055414242,-0.055235063,-0.002603859,0.122313309,-0.018193549,TE,ACC,1.21302035
Ravian Larry,Utah State,-2.263186424,-4.011588271,-1.377695902,-2.580345343,-0.330497106,0.626607439,-0.988964242,0.207837077,-0.484103937,-0.638689904,-0.232590201,RB,MWC,1.212563899
Jeffery Pittman,Southern Miss,2.382277605,-2.153405816,4.906683711,0.196878013,-0.254447932,-1.423540147,-0.510729096,-0.157430975,0.277694045,-0.396385416,0.261521287,RB,SBC,1.212451264
Keaton Cheves,SMU,-2.383221163,-2.238921673,-1.245681892,-0.852645993,-0.44300793,0.771067648,-0.544450704,0.170295619,-0.306008096,0.044026124,-0.044907162,WR,ACC,1.212271791
Brendon Haygood,Missouri,-1.715283445,-2.381583567,-0.727687321,-0.280949845,-0.47784335,0.301604978,0.081980637,-0.493927184,0.223905592,-1.620530261,0.106988222,RB,SEC,1.21181601
Zach Williams,USC,-2.719844616,4.9242012,0.126755628,4.159792808,0.574432184,-0.519010568,-1.042752695,0.144930302,-0.030903975,1.491435599,0.384305542,WR,B1G,1.211795187
Anthony Smith,East Carolina,-0.89417959,3.970452467,0.354008361,-1.395312128,0.21360708,-0.39410982,0.003320818,-0.068776723,0.031733084,-0.226342524,0.076168777,WR,AAC,1.211215954
Kam Davis,Florida State,-1.550519491,-0.626521748,0.6596828,1.053721264,-0.101664498,-0.176252675,0.267374389,-0.628414337,0.556965113,0.025408562,0.381088736,RB,ACC,1.210907597
Deuce Adams,Louisville,-1.5766672,-3.039039086,-1.016228145,-1.038226781,-0.395484754,0.349557134,-0.337078394,-0.19032157,0.054380555,0.219159999,-0.062148853,QB,ACC,1.210735958
Matthew Coleman,San José State,-1.509445154,1.907569019,-0.359675935,0.05386864,-0.162607912,0.169386016,-0.250887499,0.074367138,-0.135012026,0.046751264,-0.049572251,WR,MWC,1.210722427
Trenten Howland,Oklahoma State,-0.631542708,-2.679681742,1.160927536,0.509642428,-0.749600732,0.363382879,0.115185347,-0.233255132,0.160344431,-0.104040485,0.016382193,RB,B12,1.210325735
David Cordero,Hawai'i,-1.662276516,-2.213042989,0.058525772,-0.121617659,-0.484231281,0.471265754,0.040619144,-0.281807784,0.145226838,0.012462684,0.031168898,RB,MWC,1.21028156
Caleb Williams,Pittsburgh,-2.251227639,-4.233862219,-1.460956727,-2.675449483,0.060758303,-0.053068833,-1.223679958,-0.003162994,-0.308427243,-0.866768549,-0.201517848,RB,ACC,1.209922066
Hayden Hagler,Missouri State,-2.485932671,-0.800668154,-0.99143275,0.172946551,-0.297807356,0.637677854,-0.594433958,0.24834601,-0.303960653,0.79690222,-0.073132747,TE,CUSA,1.209641579
Tyler Mason,Virginia Tech,-1.703699423,-0.962185362,0.106520002,1.221579522,-0.896628459,0.988047312,0.875260632,-0.420485956,0.319461051,0.169904323,-0.025410012,RB,ACC,1.208881445
Curtis Whiting,Sacred Heart,-1.665411364,-3.133646942,-0.386768907,-0.861313132,-0.484104134,0.470140042,-0.482582833,-0.02085885,-0.144469258,-0.301426056,-0.074383508,RB,INDAA,1.208759715
Wesley Yarbrough,Arizona,-1.341385537,-2.894239327,-0.019573566,-0.395750818,-0.607630095,0.488014325,0.032542197,-0.308907993,0.204519993,0.315721587,0.010532639,RB,B12,1.208107244
Noah Rogers,NC State,-0.637776507,3.50301613,0.083738096,-1.144443284,0.168656881,-0.508076425,-0.112441522,-0.281937473,0.184602101,-0.874959637,0.22636158,WR,ACC,1.208060026
Robert Williams,Louisiana,-1.29477911,1.954854494,-0.149731688,-0.945993219,-0.012043308,0.048384825,-0.17039695,0.076978705,-0.057212982,0.846018987,0.014314265,WR,SBC,1.207511894
Kamryn Perry,Miami (OH),-0.820320236,3.060139287,0.121957524,-1.702478024,0.256206718,-0.496399542,-0.013119564,-0.159604657,0.142917588,0.002748045,0.157859085,WR,MAC,1.207430196
Ryan Huff,Old Dominion,-2.296532657,-2.950699831,-1.406548761,-1.33917665,-0.567817564,0.91625002,-0.475476488,0.172937832,-0.335461172,-0.157981232,-0.083788063,QB,SBC,1.207003545
Logan Blake,Rutgers,-2.324340608,-1.95455658,-1.226950656,-0.628152428,-0.396329377,0.699951498,-0.539265642,0.159216013,-0.258433548,0.400487577,-0.043327812,TE,B1G,1.206878502
Franklin Estrada,TCU,-2.048690117,-2.860360731,-0.981134016,-0.948126399,-0.629694142,0.860338886,-0.121429996,-0.106197555,-0.084350046,-0.304318354,-0.070750167,RB,B12,1.206835589
Adrian Norton,Marshall,-0.405779493,4.590640607,0.250521338,-1.125762906,0.050272203,-0.344837789,0.124238282,-0.117839277,0.078911713,-0.466997735,0.073739502,WR,SBC,1.20670688
Larry Simmons,Utah,-1.42969242,2.689983648,0.674634297,-0.634472901,-0.179390722,0.095824995,1.44915441,-0.733010676,0.69588625,-0.434025514,0.470936224,WR,B12,1.206262123
Jeremiah Franklin,Boston College,-1.430699559,1.945526895,-0.2085031,-0.80428177,0.063109732,-0.158334639,-0.026201756,-0.098192744,0.046857459,0.051517964,0.038292626,TE,ACC,1.206247666
JaMario Clements,Wake Forest,-1.719644026,-2.934601074,-0.32563458,-0.73296191,-0.330117004,0.247982632,-0.175732278,-0.283929717,0.172879414,0.352487967,0.039123903,RB,ACC,1.205924354
Jalen Cooper,SMU,-1.42860288,2.897497793,0.260782458,-0.712907626,0.462837721,-0.741876363,-0.183295174,-0.280629705,0.227379643,-0.20128984,0.264673,WR,ACC,1.205276842
Simeon Price,Colorado,-1.06747454,-2.393056671,0.785138916,0.091877884,-0.616434056,0.431725778,0.525634698,-0.480950294,0.40526559,0.349813922,0.122197494,RB,B12,1.205186078
Blake Bosma,Western Michigan,-1.255851019,2.655158368,-0.055469106,-0.825385281,0.012481,-0.071291096,-0.039751533,0.006859054,-0.047700108,0.074204359,-0.007749705,TE,MAC,1.204985096
Devon Rice,Kansas State,-0.95954315,-1.889802728,0.981804845,-0.217551595,-0.249962199,-0.004575792,-0.358312704,-0.05866106,0.095582364,1.103567064,0.109397156,RB,B12,1.204928877
Keynan Higgins,Colorado State,-2.44168712,-1.698809707,-1.155202525,-0.358236542,-0.392530099,0.711478357,-0.582945384,0.187075861,-0.304036419,0.170984323,-0.035230703,WR,MWC,1.204884317
Marlon Gunn,East Carolina,-0.173632773,-2.233089842,2.172160013,0.317702338,-0.156021871,-0.593492659,-0.525637496,-0.167057872,0.134189497,-0.078803118,0.11437272,RB,AAC,1.204259262
Juelz Goff,Pittsburgh,-0.166178971,-1.576683046,1.588981337,0.139490329,-0.211333452,-0.545111754,-0.45116569,-0.26247255,0.200830921,-0.544934067,0.175312566,RB,ACC,1.204174132
Ashten Emory,UTEP,0.604755463,-2.214073529,2.643936264,-0.075794905,0.123089594,-1.377303317,-0.376094186,-0.540200684,0.490974822,-0.363240254,0.143915332,RB,CUSA,1.203971692
Lafayette Kaiuway,TCU,-2.838759025,3.327140157,-0.420833614,3.98340001,0.031812586,0.157036209,-0.716165816,0.341703639,-0.309866828,1.236139363,-0.138398798,TE,B12,1.203455064
Colin Weber,Rutgers,-1.726987695,0.379284334,-0.617448799,-0.466524922,-0.161515234,0.271101931,-0.318993992,0.092602144,-0.119368322,0.657699557,-0.010879654,TE,B1G,1.203366392
Terrell Anderson,NC State,-0.798034622,4.238834734,0.29204945,-1.244902711,0.245030939,-0.524869709,0.0521303,-0.222711316,0.156597218,-0.641770681,0.197177312,WR,ACC,1.203219484
Rocky Beers,Colorado State,-1.243547895,2.478814068,-0.157549247,-0.218426485,0.11690031,-0.400076553,0.066193504,-0.213365075,0.175603728,0.024957569,0.030420614,TE,MWC,1.203073231
Terry Bussey,Texas A&M,-1.294799133,1.210762131,0.500883629,0.044022485,0.612511529,0.620715492,-0.125515181,-0.129935582,-0.223444036,-0.586302627,0.041269541,WR,SEC,1.202972058
Clayton Coppock,Kennesaw State,-0.86277153,1.537655708,0.933456083,-1.799652111,0.104282714,-0.437998752,0.965624897,-0.561098979,0.522532613,-0.094927199,0.196780928,WR,CUSA,1.202908798
Caleb Goodie,Cincinnati,-1.21844523,2.55095076,0.249710777,-1.278653309,0.311695078,-0.500617446,-0.090598356,-0.110435279,0.099537993,0.125727557,0.190895084,WR,B12,1.202636068
Christian Bentancur,Clemson,-1.827436857,0.736237128,-0.551195631,-0.585811093,-0.18652258,0.436013449,-0.2071734,0.217069622,-0.172314971,1.367155766,-0.028239578,TE,ACC,1.20260599
Michael Trigg,Baylor,-0.973030353,3.410756336,0.045353207,-0.529407063,0.155968119,-0.428392806,0.034043754,-0.192989596,0.159415965,-0.154286737,0.114431901,TE,B12,1.202130507
Ed Small,TCU,-1.031574277,2.147956235,-1.111795766,-0.380917354,2.919856879,0.068244603,-1.862078728,0.150559708,-0.780676163,0.956719735,0.007666527,WR,B12,1.201610685
Devin Gandy,Louisiana Tech,-1.259843192,1.674398412,-0.042023305,-1.22549032,0.91909879,0.273792075,-0.045803612,-0.124967969,-0.044283727,1.23331887,0.019123722,WR,CUSA,1.2014684
Izayah Cummings,App State,-1.633386277,0.328894358,-1.053744221,1.504008304,-0.638239817,0.751096007,-0.56690905,0.198147313,-0.2728926,0.232061746,-0.125385339,TE,SBC,1.201147728
Vincent Genatone,Nebraska,-2.419812787,-1.161187983,-0.823296237,1.086577467,-1.071093947,1.585470181,0.576716118,0.019406117,-0.038922717,0.830764812,0.012773899,RB,B1G,1.200751677
Randy Pittman,Florida State,-1.086066002,2.682831121,-0.060813272,-0.363017021,-0.044152727,-0.095579271,-0.192870825,-0.013792709,-0.041833029,-0.144741382,0.015449968,TE,ACC,1.200240515
Marcus Torres,UTEP,-2.217969041,-1.231572408,-1.100514505,-0.073855139,-0.371832665,0.631918678,-0.462632972,0.126055308,-0.17012171,0.926731936,-0.047591055,WR,CUSA,1.199994066
Nate Bennett,Baylor,-0.888088755,-1.28795817,-2.234361332,1.004570736,0.215232927,-1.032916592,1.062179563,0.779400026,-0.779825811,-1.437627716,-2.003558402,QB,B12,1.199919163
Troy Marquez,Old Dominion,-2.234730143,-0.665708432,-0.020624359,2.142946947,-1.724061281,2.427056225,2.080867158,-0.549059361,0.509175013,0.605475738,0.241072751,RB,SBC,1.19972585
Keenan Jackson,NC State,-1.522435389,1.520783737,-0.351169164,-0.577061048,0.03091843,-0.119230731,-0.129313347,-0.077477093,0.020381281,0.026806362,0.041414502,WR,ACC,1.199701109
Perry Thompson,Auburn,-1.947151457,0.814575173,-0.538104236,0.00313175,0.245884694,-0.283457602,-0.416299772,-0.117655612,0.151985468,1.251247135,0.181934202,WR,SEC,1.19962566
Jake Thaw,Delaware,-0.376592649,2.389533294,-0.035009055,-1.30029735,3.253341759,1.012497051,0.294455807,-0.930216414,-0.073652991,-0.523126867,0.23417031,WR,CUSA,1.199512221
Devin Spencer,Arkansas State,0.221292025,-2.858309846,2.201458263,0.118651097,2.448035978,-0.168502444,0.108390874,-1.361549817,0.535155981,-0.543650195,0.339960228,RB,SBC,1.198855954
Chris Hunter,Arizona,-0.861368076,2.0843045,-0.152498851,-1.40184111,0.115125921,-0.412536124,0.003545707,-0.26043386,0.203198754,-0.222531024,0.136399274,WR,B12,1.198692923
Steven Blanco,Louisiana,-1.296324529,-0.936064777,1.640028605,0.242863312,-0.287384251,0.337587215,-0.218857924,-0.051564262,0.081219492,0.868144119,0.395943789,RB,SBC,1.198375973
Elijah Metcalf,Southern Miss,-0.682010548,3.391736045,0.287036708,-1.628032868,0.222184938,-0.558495229,0.1883064,-0.253555036,0.204574561,-0.229083507,0.072367432,WR,SBC,1.197773064
AJ Jones,Middle Tennessee,-2.012396516,-0.543712885,-0.535742961,-1.933604084,0.133351717,-0.176343381,0.220011233,-0.1874028,0.135300216,0.508836812,-0.029300111,WR,CUSA,1.197286649
Payton Matthews,Rice,-2.700060632,3.333639468,-0.166108818,2.616426036,0.030096538,0.586218524,-0.802274088,0.587623001,-0.301774128,3.926613138,0.113506085,WR,AAC,1.197034456
Cam Barfield,Hawai'i,-1.028840707,-2.038552656,1.18622648,-1.068544291,0.153516636,-0.711225154,-0.055597118,-0.509473875,0.410114426,0.178150923,0.07698949,RB,MWC,1.196742271
Terrance Shelton Jr.,Buffalo,-1.383065324,-2.584920915,0.462376048,0.118440723,-0.817348991,0.881650755,0.065887074,-0.016799293,-0.078086518,0.114237731,-0.047129669,RB,MAC,1.196704523
MJ Flowers,UConn,-1.332517638,-2.830401005,0.219765047,-0.277193637,-0.719345444,0.709128867,0.269712444,-0.276603962,0.162360906,0.196951676,0.000290069,RB,Ind,1.196290842
Noah Vaughn,Virginia,-0.496346678,-2.344650532,1.115110446,0.75605837,-1.131412819,0.883646444,0.928107457,-0.587540842,0.433445429,-0.864381839,0.188123621,RB,ACC,1.195648886
Frank Bierman,Minnesota,-2.424434687,-1.461327438,-1.079461043,-0.3275998,-0.312967696,0.628262827,-0.590949115,0.193149002,-0.270627082,0.607190189,-0.038385467,TE,B1G,1.19530585
Ty Clark III,Wake Forest,-0.836905721,-1.029402662,1.263569849,-0.597606258,0.160527073,-0.765336864,-0.196910685,-0.461030318,0.366169508,-0.332595191,0.19426989,RB,ACC,1.194977873
Keveun Mason,Temple,-1.078406776,-2.924299642,0.768476534,-0.579846116,-0.506137464,0.324083269,0.422442907,-0.489951665,0.38003676,-0.04371876,0.204917019,RB,AAC,1.194814205
DAndre Hardeman Jr.,Rice,-0.565371284,-2.375979034,1.572138812,0.971713413,-0.91794142,0.620313853,0.571565127,-0.333915916,0.297165903,-0.144926474,0.241158287,RB,AAC,1.194806938
DeShawn Hanika,Kansas,-1.937800616,3.250565536,-0.301016726,1.803931518,-0.104377312,0.249541935,-0.216564083,0.205459479,-0.112110406,1.745802383,-0.102712934,TE,B12,1.194664041
Juju Preston,Clemson,-2.306795335,-2.056033757,-1.331122203,-0.684016786,-0.411119066,0.693297097,-0.512050303,0.145267463,-0.266751526,0.091633154,-0.047359697,WR,ACC,1.19439573
Matt Lauter,Boise State,-1.170772321,3.312915197,0.091540617,-0.799642867,0.071773267,-0.186508871,0.056522947,-0.009194873,-0.036810137,-0.199583685,0.002555035,TE,MWC,1.194344871
Jalen Alexander,Ball State,-2.169607985,-2.655170009,-0.742037239,-0.796693628,-0.657347562,0.965091773,0.01791085,-0.121283806,-0.064465178,-0.215776787,-0.038861324,RB,MAC,1.194344422
Walker Lyons,USC,-1.814518167,1.038308499,-0.528878449,-0.099160349,-0.140645167,0.201405391,-0.348231539,0.068095269,-0.14194394,0.047616537,-0.005155681,TE,B1G,1.193275876
Vincent Wilkins,Boston College,-2.716191781,3.305196505,0.050430871,2.12982894,0.222765171,0.252559233,-0.997692497,0.499562351,-0.310109718,3.009451111,0.089976031,WR,ACC,1.19316443
Chris Lawson,Washington,-2.229854424,-0.425897116,-0.721268628,-0.817069252,0.01300128,0.21590598,-0.492942507,0.103226634,-0.126942319,0.775932694,0.145762891,WR,B1G,1.193114468
Dallas Payne,Florida International,-1.698442857,1.918509706,-0.242818553,-0.268682607,-0.077520683,0.173955443,-0.227080124,0.127917929,-0.157265046,0.433353999,-0.037727657,TE,CUSA,1.193045739
Judah Price,Marshall,-1.293224498,-3.11096606,-0.338144903,-0.562551521,-0.756900552,0.721066004,0.232656575,-0.331690166,0.244576176,0.425535368,0.06241472,RB,SBC,1.192960002
Brady Boyd,Utah State,-1.6927014,1.1967354,-0.355986129,-0.745337342,0.098861204,-0.170713416,0.008181106,-0.105904706,0.091039609,0.599111272,0.021750049,WR,MWC,1.192722704
Camden Overton,Georgia State,-1.461747931,0.754397444,-0.637982338,-0.235995862,-0.087846847,0.005924148,-0.174242739,-0.062674127,0.059057795,0.764805663,0.001365064,TE,SBC,1.192313733
Eddie Freauff,Oregon State,-2.001144277,0.160737974,-0.600842168,-0.650309077,-0.140963367,0.414462754,-0.379065709,0.225546763,-0.196003859,1.415655093,-0.027116363,WR,PAC,1.192284517
Shekai Mills-Knight,Ole Miss,-1.749550465,-3.246020899,-0.679514661,-1.150550881,-0.309757693,0.205895002,-0.421286642,-0.317902885,0.080950254,-0.604550635,-0.033594917,RB,SEC,1.191975263
Quentin Gibson,Colorado,-1.920592242,-1.433916254,-0.399882679,-0.407438417,-0.826760719,1.171876634,1.013991371,-0.346325182,0.282197329,0.377234197,0.139488314,WR,B12,1.191928527
Michael Masunas,Michigan State,-2.118723017,0.485779969,-0.630299303,-0.16103849,-0.096600534,0.23602793,-0.341968767,0.100560227,-0.167739533,0.186772098,0.011846307,TE,B1G,1.191803295
DJ Williams,Sacred Heart,-1.583398085,-2.490015653,0.028040854,0.124448265,-1.043911112,1.243419824,0.819317549,-0.444347917,0.318277913,0.188577253,0.069935282,RB,INDAA,1.191777475
BJ Hawkins Jr.,UAB,-0.588719102,3.413981461,2.280484764,1.10349704,-1.254612969,1.286544347,4.144230442,-1.726571024,1.61951214,-1.565800295,0.784759396,WR,AAC,1.191408078
Jake Young,Charlotte,-2.160891154,0.51535585,-0.93800266,1.595411297,-0.342810598,0.650721535,-0.520625585,0.298358862,-0.20574712,2.250886002,-0.106996563,TE,AAC,1.191404249
David Eziomume,Clemson,-1.544023963,-2.643272645,-0.04184136,-0.021357178,-0.949488189,1.070152252,0.627505964,-0.394399097,0.245307655,-0.304259972,0.121199846,RB,ACC,1.191324052
Devon Tauaefa,Hawai'i,-2.292166036,-0.338606367,-0.679616866,-0.510029925,-0.131128668,0.412802313,-0.43535977,0.189428289,-0.214603242,1.004649469,-0.033463788,TE,MWC,1.191079525
Brandon Hills,Akron,-2.028911178,-3.502582669,-1.543509619,-1.841939752,0.132590792,1.479239985,-0.354836914,0.071921716,-0.423608178,0.15018031,-0.086132675,WR,MAC,1.190656058
Ayden Harris,Kent State,-1.408363388,-3.182156632,-0.192990551,-0.568942654,-0.924454107,1.055857696,0.426184242,-0.282034247,0.216313035,0.765153839,0.032695943,RB,MAC,1.190509247
Jarris Williams,Troy,-1.8028275,-3.0638901,-0.478077513,-0.703074685,-0.541157736,0.598152571,-0.111244818,-0.181808143,0.012013087,-0.19498515,-0.031460748,RB,SBC,1.19046925
KD Daniels,Florida,-1.163726949,-2.561815936,0.409284247,0.259564954,-0.854030588,0.761777218,0.40755535,-0.313563714,0.190107797,-0.294681423,0.049169299,RB,SEC,1.189879569
Shane Marshall,Georgia Tech,-1.726638132,-2.695477378,-0.627699205,-0.484686039,1.634815707,2.265289735,0.210423199,-0.568171131,-0.347865656,-1.087940821,0.007330541,RB,ACC,1.189453422
Evan Dangler,South Florida,-2.735223039,2.322438713,-0.772758973,3.795288257,-0.214560666,0.371878165,-0.564499097,0.299840497,-0.343851102,0.390176876,-0.175447573,TE,AAC,1.189074455
Glynn Johnson Jr,New Mexico State,-1.276882846,2.703607329,0.107547784,-0.086381864,0.015762613,-0.136811979,-0.07496422,-0.163572785,0.088936093,-0.030020818,0.04634998,WR,CUSA,1.189012312
Luke Watkins,Louisiana Tech,-1.917454844,-0.358943584,-1.403961657,0.497461159,0.474584828,-0.941994308,0.049532946,0.2446999,-0.314320374,-1.375155921,-0.552410603,WR,CUSA,1.188801424
Sean Cuono,Indiana,-1.987627702,-1.760413986,-0.064133494,0.875412496,-1.457996152,2.040323746,1.481253176,-0.43257518,0.356395518,0.691321601,0.084252444,RB,B1G,1.188768175
Tray Kinkle,South Florida,-2.308031812,2.938483823,1.373698513,7.243406191,-2.892539337,3.675254853,5.362254534,-1.731071559,1.711629481,-0.943849552,0.973463511,RB,AAC,1.188360451
Kenny Williams,Florida International,-2.146650031,-2.14108962,-0.54248325,0.126073441,-1.131593413,1.701870801,0.868552191,-0.250061126,0.122386002,0.457440879,-0.040303283,WR,CUSA,1.187738791
Tre Spivey,Arizona,-1.564201984,2.778636268,0.057952646,-0.402556833,0.245522762,-0.390347013,-0.18043513,-0.086681466,0.044460811,-0.070286732,0.13986094,WR,B12,1.187569972
Tommy Maher,Colorado State,-0.953307542,1.035336099,-0.229381975,-0.491859866,4.415193178,2.071595439,-0.068262782,-0.86871114,-0.483611301,0.405524151,0.212537317,WR,MWC,1.187334497
Dylan Lee,Iowa State,-1.138890975,-2.833231957,0.353795231,-0.182402901,-0.542162527,0.330583279,0.032889943,-0.315346066,0.212496724,0.114782175,0.058001611,RB,B12,1.187276608
Jordan Brunson,Miami (OH),0.809106479,-3.052572626,3.105140107,1.1651105,-0.852801842,-0.060808401,0.315761117,-0.418926127,0.35676292,-0.58624751,0.118643749,RB,MAC,1.187261637
Willy Suarez,Florida State,-2.430602584,-1.660870507,-1.170645317,-0.325148279,-0.388960446,0.70637111,-0.576919908,0.187142485,-0.300309128,0.202321619,-0.037049997,WR,ACC,1.186583206
Trent Hudson,Vanderbilt,-1.514505413,1.365382964,-0.489599925,-0.539632533,0.314643143,-0.706415264,-0.398948979,-0.396491436,0.201662,-1.849705892,0.37012562,WR,SEC,1.186283193
Kajiya Hollawayne,Temple,-0.928295422,2.082003709,0.071591732,-1.560080525,2.483884578,0.791731774,0.385987567,-0.61671833,-0.084002241,0.554736978,0.126299298,WR,AAC,1.185999146
Latrell Caples,Boise State,-0.254779365,3.936425422,0.106197394,-1.594800037,0.105990774,-0.563769389,0.239548099,-0.378500042,0.293048254,-0.773040165,0.108715264,WR,MWC,1.185948412
Ja'Vin Simpkins,Coastal Carolina,-0.088646919,-3.445957483,1.565266037,0.335906308,-0.448186909,-0.34249166,0.117381329,-0.623618985,0.531999116,-0.332389751,0.200953361,RB,SBC,1.185720292
Saeed St. Fleur,Delaware,-1.9603732,-1.030322833,0.281347895,1.837739876,-1.798834749,2.551855404,1.979221971,-0.407998468,0.416858456,1.515767946,0.063445958,RB,CUSA,1.185658477
Malichi Greaves,UConn,-1.77338523,-3.705973831,-0.724832566,-1.519199653,-0.721020386,0.924875188,0.32457476,-0.309551007,0.138817096,-0.054471962,0.009697965,RB,Ind,1.185482822
Chico Holt,Stanford,-3.440021098,8.156312284,0.380461368,8.136326807,0.953089779,-1.101601079,-1.348772993,0.103802697,0.01428423,1.257967088,0.342296259,TE,ACC,1.185047525
Ben Black,Rutgers,-2.150312006,0.706983924,-0.536367382,-0.19658572,0.068638369,0.070382538,-0.432799793,0.037160084,-0.043554909,0.892970345,0.118831911,WR,B1G,1.184908153
Tyvonn Byars,Rice,-0.991639868,0.265325167,2.0239748,0.983852325,-0.153762629,0.00560149,-0.274597888,0.02801639,0.022660427,0.778877454,0.249921968,RB,AAC,1.184477972
Dennis Palmer,Troy,-1.312641269,-3.096528429,-0.059495095,-0.481003734,-0.538432037,0.322495324,0.009197505,-0.424161936,0.28102965,0.01756537,0.032347349,RB,SBC,1.184409541
Tyler Wrenn,UCF,-2.170280701,0.169087457,0.275215869,2.293240891,-1.256876553,1.849815608,1.617969776,-0.414844217,0.476750869,1.374520256,0.307290263,RB,B12,1.184169745
Quinton Brown,Boise State,-2.255695837,1.694179082,0.808687956,0.410648678,0.033806393,0.170074889,0.552607289,-0.402577979,0.377685507,0.681187198,0.32790349,WR,MWC,1.183838896
Tra'Mar Harris,Purdue,-1.584828025,-3.703585059,-1.445366126,-2.067269225,-0.336797953,0.265513155,-0.353975901,-0.21348011,0.065359675,-0.269879088,0.089785862,WR,B1G,1.183607273
Hunter Summers,Arkansas State,-1.198727813,2.539089478,0.000803721,-1.1706666,0.273417254,-0.56141375,0.186584047,-0.237279363,0.196898275,0.062094204,0.002891009,WR,SBC,1.183453308
Gavin Freeman,Oklahoma State,-1.740110579,0.401122696,-0.426874199,-1.209331746,0.140163823,-0.284772592,0.014440018,-0.262409099,0.183077749,0.049759388,0.076402123,WR,B12,1.183299836
Luke Duncan,UCLA,3.005524934,-1.793648441,-2.825520895,0.900690893,0.612441494,-3.062014947,1.280195698,-0.542494774,0.744871947,-0.596457183,-1.36269702,QB,B1G,1.183072623
Donovan Murph,South Carolina,-1.60275195,1.64962221,-0.380764828,0.020976861,0.138623144,-0.265065878,-0.412163707,-0.106890188,0.050663224,-0.121652257,0.208079515,WR,SEC,1.182140268
Ashton Hayes,Nevada,-1.71569511,-2.816031927,-0.349798865,-0.197288706,-0.976898044,1.148510949,0.841031312,-0.526378165,0.380874926,-0.074527621,0.140159453,RB,MWC,1.181945766
Brendan Doyle,Stanford,-2.092501809,-0.466333615,-0.866326077,-0.309464936,-0.250148368,0.390131627,-0.329788148,0.073197527,-0.163710889,0.161285416,-0.043020165,TE,ACC,1.181756708
Mikey Welsh,San Diego State,-2.002330536,0.133209886,-0.515968733,-0.62106215,0.158005982,-0.008801404,-0.71790297,0.133318394,-0.176373832,0.972346005,-0.03417925,WR,MWC,1.181712783
Jon Denman,TCU,-0.930018004,-3.434778756,0.847851944,-0.290353104,-0.282002761,-0.272843505,-0.2214852,-0.45185728,0.349857686,-0.152147717,0.155452054,RB,B12,1.181339549
Caleb Hood,North Carolina,-0.731081232,-2.366363293,0.220369876,0.229003954,-0.516456789,0.088394669,0.018665859,-0.416067309,0.302626843,-0.184935932,0.036435408,RB,ACC,1.18100416
Grayson Tempest,Tulsa,-1.335360423,0.226451528,-0.365612813,-1.107036669,2.303251335,1.201059532,-0.036602837,-0.423005807,-0.255432949,1.171355654,0.117832322,WR,AAC,1.18067925
Derrick Avery Jr.,Georgia State,-2.087710174,-0.434004178,-0.885620253,-0.205584753,-0.207678889,0.493896351,-0.472353202,0.222673062,-0.167338142,1.722866881,0.002208085,WR,SBC,1.180656289
Chase Garnett,South Florida,-1.098102033,-2.893618771,0.43882028,0.076478311,-1.328157867,1.583845474,1.481469297,-0.58106511,0.507672364,0.839963884,0.023801851,RB,AAC,1.180516401
Enoch Nawahine,BYU,-1.586657121,-2.955950451,-0.379028585,-0.564410793,-0.498612367,0.429325133,-0.235602529,-0.175382564,0.037966694,-0.032972283,-0.028365301,RB,B12,1.180392263
