iter	GammaRMSEMetric
0	3.797686185
1	3.784195792
2	3.770743084
3	3.757012714
4	3.743314927
5	3.729489942
6	3.715619297
7	3.701902334
8	3.68800055
9	3.674070531
10	3.660121835
11	3.646054221
12	3.631803822
13	3.617969924
14	3.603867211
15	3.589537859
16	3.575400672
17	3.561566418
18	3.547218764
19	3.533374672
20	3.519359594
21	3.50532016
22	3.491671338
23	3.477609064
24	3.463620718
25	3.449763095
26	3.436073071
27	3.422758913
28	3.409671569
29	3.39656446
30	3.383362029
31	3.370173782
32	3.357078903
33	3.344423183
34	3.331556424
35	3.319276783
36	3.306570019
37	3.293755836
38	3.281220952
39	3.268974876
40	3.256769347
41	3.244915191
42	3.233531886
43	3.222158541
44	3.210994514
45	3.199766651
46	3.189211435
47	3.178318899
48	3.16834236
49	3.157086693
50	3.14768425
51	3.137944481
52	3.127352472
53	3.118136263
54	3.108557521
55	3.098496352
56	3.088136677
57	3.079645554
58	3.069665747
59	3.061462877
60	3.052090049
61	3.043357092
62	3.03442637
63	3.02638304
64	3.019060867
65	3.011796324
66	3.005005633
67	2.997024111
68	2.990071514
69	2.983335284
70	2.975692165
71	2.96810858
72	2.959791534
73	2.952690418
74	2.945292531
75	2.939370541
76	2.932502879
77	2.925091936
78	2.920109774
79	2.914918398
80	2.908955294
81	2.902408809
82	2.89602141
83	2.889150824
84	2.883664168
85	2.87806936
86	2.872929693
87	2.867246834
88	2.862453736
89	2.857196653
90	2.85185363
91	2.847490441
92	2.843123372
93	2.838866743
94	2.832972846
95	2.829057669
96	2.825055402
97	2.820154888
98	2.816294282
99	2.81234278
100	2.808271823
101	2.804159079
102	2.800591213
103	2.796572118
104	2.790681892
105	2.785452933
106	2.782095765
107	2.778292379
108	2.774263299
109	2.769901228
110	2.765350742
111	2.760725405
112	2.755659857
113	2.751902267
114	2.747231885
115	2.741526313
116	2.738463364
117	2.735417869
118	2.730434786
119	2.727734282
120	2.725044135
121	2.721992246
122	2.718311305
123	2.714526123
124	2.711663005
125	2.709019724
126	2.706077912
127	2.702460831
128	2.69871037
129	2.696236555
130	2.693291338
131	2.689515564
132	2.687361224
133	2.684478684
134	2.6809104
135	2.678148333
136	2.675235436
137	2.672828256
138	2.670506808
139	2.668798942
140	2.664678407
141	2.660681204
142	2.65849833
143	2.655679092
144	2.653198198
145	2.650909058
146	2.649014152
147	2.645270539
148	2.642289142
149	2.639277308
150	2.636003715
151	2.632796807
152	2.628593411
153	2.626754002
154	2.625068541
155	2.623856808
156	2.619773288
157	2.616668407
158	2.614839837
159	2.612835057
160	2.610395403
161	2.608205257
162	2.605741115
163	2.602492458
164	2.600334341
165	2.598272243
166	2.596005548
167	2.594027433
168	2.59138993
169	2.589669265
170	2.587046723
171	2.585736058
172	2.583512487
173	2.582315638
174	2.580447081
175	2.577788133
176	2.574958437
177	2.57266871
178	2.571329846
179	2.569503319
180	2.567219802
181	2.56532572
182	2.563285963
183	2.561251098
184	2.558320721
185	2.556347134
186	2.554577987
187	2.552218092
188	2.550057131
189	2.548229203
190	2.546088114
191	2.544154009
192	2.542047401
193	2.539513567
194	2.537452625
195	2.534771907
196	2.532828143
197	2.530293178
198	2.529544609
199	2.526658313
200	2.525003851
201	2.522856256
202	2.521865106
203	2.520424775
204	2.51829104
205	2.516017197
206	2.514048371
207	2.511872517
208	2.510671392
209	2.50865866
210	2.506507733
211	2.503745712
212	2.50126844
213	2.49890252
214	2.496091541
215	2.493856123
216	2.490590621
217	2.487949571
218	2.485265661
219	2.483950026
220	2.481750531
221	2.48004289
222	2.477709001
223	2.475615043
224	2.472684619
225	2.471308642
226	2.468677808
227	2.467838545
228	2.466901475
229	2.465013162
230	2.462426513
231	2.460692638
232	2.460287962
233	2.458462907
234	2.455022366
235	2.453306026
236	2.452231354
237	2.450251136
238	2.449277432
239	2.447709428
240	2.445930544
241	2.44499732
242	2.442566719
243	2.441438191
244	2.439534496
245	2.437806394
246	2.436231472
247	2.434331825
248	2.433155962
249	2.4315722
250	2.429612025
251	2.428968052
252	2.428871372
253	2.428184376
254	2.425508583
255	2.42535844
256	2.422707925
257	2.420992217
258	2.419089962
259	2.417199979
260	2.416595836
261	2.414639562
262	2.412912975
263	2.411698818
264	2.409817963
265	2.408979556
266	2.406337111
267	2.40540882
268	2.403871363
269	2.402281445
270	2.399997587
271	2.39704753
272	2.393963653
273	2.392033053
274	2.390921551
275	2.38908507
276	2.388632037
277	2.387266579
278	2.38673029
279	2.385482705
280	2.382901274
281	2.380893326
282	2.380877689
283	2.379570678
284	2.378047498
285	2.375687699
286	2.374761388
287	2.373305876
288	2.3725631
289	2.371334205
290	2.369699917
291	2.368465746
292	2.368387747
293	2.367214429
294	2.365827282
295	2.364763712
296	2.36296104
297	2.360536641
298	2.359197574
299	2.357492083
300	2.356079182
301	2.355127702
302	2.353361394
303	2.352607074
304	2.351304634
305	2.35038657
306	2.349033411
307	2.348939385
308	2.346341966
309	2.345252218
310	2.343556827
311	2.341976985
312	2.340204736
313	2.340192015
314	2.337559488
315	2.336736892
316	2.335078321
317	2.334922238
318	2.333845525
319	2.333052027
320	2.331880534
321	2.330548119
322	2.329344236
323	2.328879675
324	2.32699434
325	2.325835807
326	2.323253635
327	2.322464095
328	2.321603865
329	2.319329361
330	2.318536766
331	2.317786891
332	2.317385336
333	2.316205672
334	2.316067464
335	2.315103491
336	2.314230461
337	2.313234285
338	2.311780197
339	2.310790314
340	2.309691808
341	2.307314256
342	2.305950805
343	2.303791941
344	2.303539542
345	2.30254801
346	2.300969892
347	2.299141331
348	2.299160394
349	2.298459316
350	2.29712148
351	2.296508824
352	2.294390741
353	2.292937299
354	2.292227959
355	2.292226971
356	2.292223052
357	2.290448379
358	2.289531335
359	2.288528166
360	2.286455313
361	2.285992845
362	2.284467119
363	2.283766228
364	2.282487047
365	2.2816892
366	2.28011849
367	2.278875727
368	2.277597821
369	2.275544397
370	2.275072887
371	2.275067553
372	2.273637415
373	2.271271524
374	2.270989036
375	2.270404648
376	2.269963123
377	2.268410109
378	2.266742081
379	2.265499891
