iter	GammaRMSEMetric
0	3.827229306
1	3.813637429
2	3.799989847
3	3.786309191
4	3.772215636
5	3.758135493
6	3.744027532
7	3.730088473
8	3.715998216
9	3.701919088
10	3.687756361
11	3.673415875
12	3.659187887
13	3.644816171
14	3.630503764
15	3.616063862
16	3.601621113
17	3.587367471
18	3.573173213
19	3.559067308
20	3.544921585
21	3.530923535
22	3.516409986
23	3.502292114
24	3.48862785
25	3.474748352
26	3.461193061
27	3.447729718
28	3.434212656
29	3.420782498
30	3.406997396
31	3.393566678
32	3.379955574
33	3.366591741
34	3.353630962
35	3.341144514
36	3.328239403
37	3.314846124
38	3.3027409
39	3.290369817
40	3.278276172
41	3.266361245
42	3.254427596
43	3.243013232
44	3.231112553
45	3.218304059
46	3.206718445
47	3.195345345
48	3.184784509
49	3.174339495
50	3.164027055
51	3.153069202
52	3.143206504
53	3.132913596
54	3.122843508
55	3.113640836
56	3.102544559
57	3.092390069
58	3.083399056
59	3.074171824
60	3.065414159
61	3.056964453
62	3.047513968
63	3.03886442
64	3.030202879
65	3.020294271
66	3.011737853
67	3.002917644
68	2.995418936
69	2.987591112
70	2.980564659
71	2.972270464
72	2.964613765
73	2.957799025
74	2.951452414
75	2.944643369
76	2.938309012
77	2.93217879
78	2.924865232
79	2.918344465
80	2.912017985
81	2.904241828
82	2.898293469
83	2.890929376
84	2.885121782
85	2.878776239
86	2.872860895
87	2.865493739
88	2.860762423
89	2.85478084
90	2.850240435
91	2.846352963
92	2.840877329
93	2.834901335
94	2.828764335
95	2.822854433
96	2.818538524
97	2.81194719
98	2.805847097
99	2.801931329
100	2.796893763
101	2.79221061
102	2.789050648
103	2.783847254
104	2.778855095
105	2.77514626
106	2.771308415
107	2.767659316
108	2.763609328
109	2.759651611
110	2.75416592
111	2.75154405
112	2.748168685
113	2.744613238
114	2.739571899
115	2.734903544
116	2.732530871
117	2.729661876
118	2.727163488
119	2.724956796
120	2.721084489
121	2.717769358
122	2.714426036
123	2.709430078
124	2.706014883
125	2.702775785
126	2.699871595
127	2.696811626
128	2.6925288
129	2.689273016
130	2.686169431
131	2.682706147
132	2.67903579
133	2.673702715
134	2.669583127
135	2.665715035
136	2.662802681
137	2.66066991
138	2.658092172
139	2.654598421
140	2.651041864
141	2.647962343
142	2.645446025
143	2.6429682
144	2.639934144
145	2.637453678
146	2.635311412
147	2.633588787
148	2.631570264
149	2.629653352
150	2.627621701
151	2.622690388
152	2.618862349
153	2.616014176
154	2.613515969
155	2.61137007
156	2.608248531
157	2.606151567
158	2.602300943
