iter	RMSE
253	0.537514591
254	0.5366484294
255	0.535961168
256	0.5356986744
257	0.535300599
258	0.5347897255
259	0.534496068
260	0.5334867551
261	0.5333787889
262	0.5333003755
263	0.5331882888
264	0.5331012932
265	0.5328073438
266	0.5324202249
267	0.5323911341
268	0.5316932339
269	0.5316674234
270	0.5313495661
271	0.5306234894
272	0.5303416572
273	0.529029508
274	0.5286609171
275	0.5286367901
276	0.5278532846
277	0.527765512
278	0.5275370545
279	0.5274186414
280	0.5268959855
281	0.5268763792
282	0.5267975212
283	0.5264926543
284	0.5261707963
285	0.5253383215
286	0.5251357296
287	0.5242877265
288	0.5235908296
289	0.5233557405
290	0.5232541905
291	0.5222835953
292	0.5217320603
293	0.521323799
294	0.5202529538
295	0.5195736551
296	0.5193718808
297	0.5184807107
298	0.5181276276
299	0.5178359305
300	0.5168331598
301	0.5163886748
302	0.5150366621
303	0.5149053187
304	0.5148796768
305	0.514861858
306	0.514552452
307	0.5140986597
308	0.5140779124
309	0.5139999406
310	0.5132232206
311	0.5130632235
312	0.5129722426
313	0.5120643694
314	0.5120233406
315	0.5119356668
316	0.5119185912
317	0.5118963103
318	0.5107255785
319	0.5103138031
320	0.5099912954
321	0.5099591077
322	0.5099267566
323	0.5090301183
324	0.5085659908
325	0.5079602111
326	0.5076919239
327	0.5065503815
328	0.5064379179
329	0.5063204508
330	0.5056900369
331	0.5055079967
332	0.5054910021
333	0.5053673021
334	0.505347039
335	0.5048153425
336	0.5045489703
337	0.5045201967
338	0.5037477064
339	0.5036230206
340	0.5029115134
341	0.5022391967
342	0.5013784811
343	0.5008355892
344	0.5005896356
345	0.5000593332
346	0.4998341794
347	0.4993346132
348	0.4986908869
349	0.4977279374
350	0.4977073946
351	0.4972587295
352	0.4967061428
353	0.4960445934
354	0.4960312573
355	0.4958280513
356	0.4955849241
357	0.495135906
358	0.4943446698
359	0.4938226363
360	0.4933886315
361	0.493333579
362	0.4926483523
363	0.4924909207
364	0.4919977349
365	0.4915577385
366	0.4909037073
367	0.4908802277
368	0.4901792221
369	0.4895064798
370	0.4892939371
371	0.4891209803
372	0.4884003327
373	0.4883796891
374	0.4881121704
375	0.4880813985
376	0.4875637413
377	0.4872708901
378	0.4871466325
379	0.4862826081
380	0.485959571
381	0.4858128276
382	0.485350376
383	0.4852816661
384	0.4849892746
385	0.4846482677
386	0.4846067683
387	0.4843657257
388	0.4840292274
389	0.4834029097
390	0.4828237239
391	0.4826551426
392	0.4826040929
393	0.4823450405
394	0.4815423291
395	0.4809780501
396	0.4806704618
397	0.4799346777
398	0.4797182677
399	0.4794010121
400	0.4793755449
401	0.4790936148
402	0.4789770742
403	0.4786601028
404	0.478004169
405	0.4776392353
406	0.4774776547
407	0.4774570959
408	0.4772502177
409	0.4766684252
410	0.4766441301
411	0.4764131142
412	0.4762001879
413	0.4760236475
414	0.4752956836
415	0.4752306435
416	0.4747930831
417	0.4747712657
418	0.474742198
419	0.4744189218
420	0.4741336646
421	0.4740376543
422	0.4738251266
423	0.4733187654
424	0.4731298659
425	0.4726371616
426	0.4723607493
427	0.4721737345
428	0.4716869158
429	0.4715084051
430	0.4709023256
431	0.4706257408
432	0.4702673176
433	0.4698140037
434	0.46974071
435	0.4692005567
436	0.468972569
437	0.4688471737
438	0.4682827457
439	0.4672116886
440	0.466802891
441	0.4662115822
442	0.4656197575
443	0.4653488573
444	0.4650689384
445	0.4650118755
446	0.4648727401
447	0.4648177087
448	0.4643084086
449	0.4640862568
450	0.4634660531
451	0.4628633615
452	0.4621012906
453	0.4619259764
454	0.4614238215
455	0.4603846775
456	0.460326523
457	0.4599194335
458	0.4594290804
459	0.4591811298
460	0.4586904895
461	0.458300602
462	0.4581466977
463	0.4576908448
464	0.4576144809
465	0.4571455324
466	0.4570630927
467	0.4567257734
468	0.4566650047
469	0.4564472539
470	0.4562105641
471	0.4561360961
472	0.4558274199
473	0.4547774685
474	0.4544178351
475	0.4541162124
476	0.4532018153
477	0.4526997352
478	0.4522079356
479	0.4520198664
480	0.4516882043
481	0.4511367076
482	0.4511227253
483	0.4504260294
484	0.4492522064
485	0.4490601629
486	0.4489547089
487	0.4486740852
488	0.4479096179
489	0.4478238465
490	0.4475669017
491	0.4466110524
492	0.4463725109
493	0.4460932538
494	0.4460536766
495	0.4457191538
496	0.4456423676
497	0.4456093122
498	0.4455884042
499	0.4454749881
500	0.4450894953
501	0.4445156492
502	0.4440841579
503	0.4434913513
504	0.4433435015
505	0.443092525
506	0.4425885286
507	0.4425748387
508	0.4419948219
509	0.4414833103
510	0.4410699129
511	0.4407303965
512	0.4403603215
513	0.4401870396
514	0.439422789
515	0.439370934
516	0.4393227889
517	0.4391732378
518	0.4390781691
519	0.4387954462
520	0.4380984019
521	0.4376729983
522	0.4371544752
523	0.4369426788
524	0.4369276694
525	0.4361765718
526	0.4357908916
527	0.4355168814
528	0.4347410066
529	0.43425983
530	0.4334825026
531	0.4330101738
532	0.4329431041
533	0.432855508
534	0.4326579924
535	0.4326334994
536	0.4321365091
537	0.432118319
538	0.431885721
539	0.4313889135
540	0.431093134
541	0.4310659591
542	0.4307557819
543	0.4306127777
544	0.4303295022
545	0.4298459393
546	0.4295709762
547	0.4291542187
548	0.4290740696
549	0.4288771316
550	0.4282919411
551	0.4279007558
552	0.4278602324
553	0.4274336858
554	0.4269831429
555	0.4266142555
556	0.426602671
557	0.4265652114
558	0.4265537869
559	0.4262434578
560	0.4256668231
561	0.4250226867
562	0.4249714936
563	0.4245935439
564	0.4240756446
565	0.4240382733
566	0.4240025458
567	0.4235823076
568	0.4229582344
569	0.4224570051
570	0.4224235271
571	0.422330702
572	0.4215146911
573	0.4211177872
574	0.4210951698
575	0.4203187612
576	0.4202913115
577	0.4199168718
578	0.4198240569
579	0.4194350153
580	0.4191881836
581	0.418862479
582	0.4181697822
583	0.4180683144
584	0.4179051098
585	0.4177874954
586	0.4175935274
587	0.4175836131
588	0.4171913415
589	0.4170789762
590	0.416517735
591	0.4155282945
592	0.4145151949
593	0.4136257388
594	0.4131632145
595	0.4128908706
596	0.4123494694
597	0.4119831978
598	0.4112977992
599	0.4107747939
600	0.4107452431
601	0.4107195858
602	0.4101553563
603	0.4101234962
604	0.409652369
605	0.4092852909
606	0.4091025264
607	0.4085296036
608	0.4081275127
609	0.4074729804
610	0.4072589845
611	0.4068845799
612	0.4065285891
613	0.4062503957
614	0.4059725249
615	0.4056967213
616	0.4051761969
617	0.4048503734
618	0.40475767
619	0.4043922429
620	0.4042849407
621	0.4042385505
622	0.4041977548
623	0.4040413217
624	0.4039394203
625	0.4039006792
626	0.40357146
627	0.4034460574
628	0.4028285837
629	0.4028172102
630	0.4027521897
631	0.4025784389
632	0.4023857969
633	0.4016879039
634	0.4016619005
635	0.4013298776
636	0.4013019288
637	0.4011468001
638	0.4007105509
639	0.4002386661
640	0.3998547272
641	0.3998473313
642	0.3996891536
643	0.3996022648
644	0.3994543804
645	0.3992175887
646	0.3985590987
647	0.3985487172
648	0.3982228575
649	0.3981971638
650	0.3979800767
651	0.3972125613
652	0.3971901579
653	0.3970722006
654	0.3968466718
655	0.3966537283
656	0.3965350397
657	0.3959744437
658	0.3954371506
659	0.3951335189
660	0.3946845393
661	0.3943947996
662	0.3941030143
663	0.3936471821
664	0.3932506332
665	0.392883672
666	0.3927218686
667	0.3926084551
668	0.3924166185
669	0.3923898916
670	0.392335463
671	0.3923095529
672	0.3920723562
673	0.3919430935
674	0.3919332242
675	0.3916747677
676	0.3914726264
677	0.3912274219
678	0.3908637089
679	0.3905341454
680	0.3902189129
681	0.3896579709
682	0.3894074429
683	0.3891629221
684	0.3887747027
685	0.3884734745
686	0.3882845522
687	0.3881374292
688	0.3879868188
689	0.3876106218
690	0.387386515
691	0.3872973506
692	0.3871075145
693	0.386865948
694	0.3862836642
695	0.3862407449
696	0.3860826301
697	0.3859708402
698	0.3852397319
699	0.3850832945
700	0.3850135184
701	0.3849556996
702	0.3849106211
703	0.3842361872
704	0.3839598977
705	0.3838597853
706	0.3835923396
707	0.383569285
708	0.382878032
709	0.3823565111
710	0.3820723374
711	0.3818905301
712	0.3817594149
713	0.3815807206
714	0.3812377406
715	0.3812156775
716	0.3810347781
717	0.3807707573
718	0.3807517975
719	0.3805049903
720	0.3803355229
721	0.3802860515
722	0.379983928
723	0.379621126
724	0.3789599204
725	0.3784519521
726	0.3781943164
727	0.3780776987
728	0.3775718494
729	0.3775625003
730	0.37723626
731	0.3770867935
732	0.3765013908
733	0.3764828878
734	0.376270167
735	0.3761651169
736	0.3759564674
737	0.3758009925
738	0.3756514199
739	0.3754317215
740	0.3748031994
741	0.3747594926
742	0.3747235431
743	0.3746714068
744	0.3744845063
745	0.3744741722
746	0.374461291
747	0.3743765594
748	0.3742854324
749	0.3739144472
750	0.3737164903
751	0.3736626866
752	0.3733976329
753	0.3731399145
754	0.3730677494
755	0.3726720087
756	0.3726387175
757	0.3723829555
758	0.3721237949
759	0.3719551117
760	0.3718688611
761	0.3716692917
762	0.3715261113
763	0.3712559609
764	0.3704494763
765	0.3701022684
766	0.3698622034
767	0.3697110496
768	0.3694732613
769	0.3689832836
770	0.3689629772
771	0.3689456411
772	0.3688524893
773	0.368831298
774	0.3686919496
775	0.3683599464
776	0.3682988449
777	0.3682948435
778	0.3677438183
779	0.367675161
780	0.3675129005
781	0.3674795158
782	0.3673651093
783	0.3671867431
784	0.3667875351
785	0.366699783
786	0.3664418884
787	0.3659302632
788	0.3658955724
789	0.3657794331
790	0.3654138854
791	0.3651924289
792	0.365106876
793	0.3648923185
794	0.3648814911
795	0.3643640902
796	0.3643182107
797	0.3639652015
798	0.3639130196
799	0.3637849682
800	0.3637772024
801	0.3636072435
802	0.3634533139
803	0.3634081198
804	0.3632712861
805	0.3632519698
806	0.3627700327
807	0.3626638308
808	0.362419951
809	0.3622205342
810	0.3620805791
811	0.3617833578
812	0.3611982128
813	0.3609964945
814	0.3608955654
815	0.3607573662
816	0.3607124318
817	0.3606970357
818	0.3605620507
819	0.3605517001
820	0.3602764009
821	0.3602630088
822	0.3600757267
823	0.3600616304
824	0.3599309127
825	0.3598138494
826	0.3592173261
827	0.3591805557
828	0.3589374475
829	0.3587465503
830	0.3580129571
831	0.3576196692
832	0.3574984888
833	0.3569759963
834	0.3568376348
835	0.3566877119
836	0.356578601
837	0.356168861
838	0.355842461
839	0.3557231778
840	0.3555779857
841	0.3555544725
842	0.3551512102
843	0.3547194791
844	0.3543329935
845	0.3539233367
846	0.3537506568
847	0.3536026953
848	0.3534255445
849	0.3530807949
850	0.3530494814
851	0.3526441238
852	0.3522142616
853	0.3517962235
854	0.3515287416
855	0.3511235447
856	0.3504838828
857	0.3499483029
858	0.3496953419
859	0.3495623119
860	0.3495589839
861	0.3490348681
862	0.3489455424
863	0.3487778172
864	0.3487621966
865	0.3484844123
866	0.3484581603
867	0.3483843326
868	0.3483087814
869	0.3480187017
870	0.3476678696
871	0.3471393365
872	0.3469572229
873	0.3466610749
874	0.3465971525
875	0.3460336138
876	0.3455314772
877	0.3453305063
878	0.3452964642
879	0.3450888711
880	0.3450213375
881	0.3447620805
882	0.344432298
883	0.3440341249
884	0.3438727854
885	0.3437726795
886	0.3436389028
887	0.3436253069
888	0.3435837499
889	0.3429595888
890	0.3429218311
891	0.3428675128
892	0.3425458269
893	0.3424392161
894	0.3422782599
895	0.3421496067
896	0.3420751187
897	0.3420154959
898	0.3415482711
899	0.3414976893
900	0.3411756966
901	0.3410274451
902	0.3409061618
903	0.3408977204
904	0.3408588215
905	0.3404920344
906	0.3404396445
907	0.3403260737
908	0.3402199122
909	0.3402006719
910	0.3397239677
911	0.3394155654
912	0.3388363857
913	0.3386211359
914	0.3384936058
915	0.3384647508
916	0.3380597157
917	0.3378866039
918	0.3375418656
919	0.3369182738
920	0.3365804975
921	0.3360643769
922	0.3356933283
923	0.3353526626
924	0.3350759187
925	0.3348819945
926	0.3345751913
927	0.3343159835
928	0.3342624893
929	0.333825907
930	0.3336819555
931	0.3336165606
932	0.3335068509
933	0.3334184635
934	0.3333674398
935	0.3332796315
936	0.3328732031
937	0.3326295379
938	0.3325914173
939	0.3323871258
940	0.332211134
941	0.3317312836
942	0.3316014816
943	0.331514368
944	0.3311247534
945	0.3310884673
946	0.3305888251
947	0.3299753058
948	0.3299297047
949	0.3298883468
950	0.3298736315
951	0.3296434307
952	0.3293446339
953	0.3292286558
954	0.3290709549
955	0.3286563173
956	0.3286216418
957	0.3283803901
958	0.3283553023
959	0.3280454333
960	0.3278785641
961	0.3278272104
962	0.327701631
963	0.327291573
964	0.3270563422
965	0.3269779214
966	0.3269560592
967	0.3265918243
968	0.3265708967
969	0.3262686687
970	0.3262145827
971	0.3261212854
972	0.3259265187
973	0.3257495106
974	0.3254333101
975	0.3254060952
976	0.3253109346
977	0.3252803362
978	0.3249138667
979	0.3244882889
980	0.3243832366
981	0.3242348719
982	0.3239001988
983	0.3238271276
984	0.3238212654
985	0.3237044295
986	0.3235735716
987	0.3234400608
988	0.3233946124
989	0.3231809106
990	0.3227665936
991	0.3224534153
992	0.3223173967
993	0.3218817783
994	0.3211722236
995	0.3210489443
996	0.3209343252
997	0.3206808903
998	0.3203467943
999	0.319985143
1000	0.3197421767
1001	0.3193715014
1002	0.3191988214
1003	0.3186075169
1004	0.3185806363
1005	0.3184858589
1006	0.3181653004
1007	0.3181528086
1008	0.3179808331
1009	0.3178985679
1010	0.3178810897
1011	0.3178491173
1012	0.3174487282
1013	0.3169669333
1014	0.3167895645
1015	0.3167616568
1016	0.3163974326
1017	0.3161904352
1018	0.3159370269
1019	0.3156908328
1020	0.3153633648
1021	0.3151969414
1022	0.3149857554
1023	0.3147178255
1024	0.3142072383
1025	0.3140670615
1026	0.3140438398
1027	0.3137958461
1028	0.3136698496
1029	0.313508591
1030	0.3132090267
1031	0.3130795389
1032	0.3129348797
1033	0.3126055765
1034	0.3122813501
1035	0.3121909709
1036	0.311799495
1037	0.3115919617
1038	0.3114948387
1039	0.311139575
1040	0.3109776677
1041	0.3109659687
1042	0.3109581343
1043	0.3104225312
1044	0.3102604896
1045	0.3102362087
1046	0.3099024399
1047	0.3097714024
1048	0.3093376335
1049	0.3091275664
1050	0.3090257786
1051	0.3087505102
1052	0.3086370282
1053	0.3083907496
1054	0.3082184613
1055	0.307934649
1056	0.3075963518
1057	0.3075489179
1058	0.3073401118
1059	0.3071259368
1060	0.3068012644
1061	0.3064387657
1062	0.3063345239
1063	0.3059149538
1064	0.3057479149
1065	0.3056751954
1066	0.3055278586
1067	0.3052238851
1068	0.3050263121
1069	0.3046037554
1070	0.304360538
1071	0.3043132066
1072	0.3042859328
1073	0.304118151
1074	0.304040992
1075	0.3038684858
1076	0.3037670149
1077	0.3034285462
1078	0.3032963616
1079	0.3032689862
1080	0.303189316
1081	0.3027249542
1082	0.3024140822
1083	0.302406696
1084	0.3020941832
1085	0.3019234694
1086	0.301697628
1087	0.3016626922
1088	0.3016399512
1089	0.3016136815
1090	0.3014473552
1091	0.301335487
1092	0.3012511017
1093	0.3008070939
1094	0.3004419786
1095	0.3002441984
1096	0.300118674
1097	0.2998603025
1098	0.2998308901
1099	0.2998192861
1100	0.2995803946
1101	0.2995542993
1102	0.2994913729
1103	0.2994547541
1104	0.2992533124
1105	0.2990811644
1106	0.2987868021
1107	0.298620367
1108	0.2983959753
1109	0.2983641683
1110	0.2981096977
1111	0.2980723469
1112	0.2980534542
1113	0.2978118241
1114	0.2976330882
1115	0.2975487198
1116	0.2973674817
1117	0.2973159553
1118	0.2972592056
1119	0.2971685117
1120	0.297011217
1121	0.2962982206
1122	0.2961116566
1123	0.2958756741
1124	0.2957921068
1125	0.2954984923
1126	0.2952469746
1127	0.2951331454
1128	0.2950112735
1129	0.2949019854
1130	0.2946369025
1131	0.2946243737
1132	0.2945915282
1133	0.2942619114
1134	0.2939203048
1135	0.2937598204
1136	0.2936521454
1137	0.2935305502
1138	0.2934329763
1139	0.293412663
1140	0.2930846015
1141	0.2930164753
1142	0.2926770096
1143	0.292472449
1144	0.292396677
1145	0.2922489876
1146	0.2921738089
1147	0.2920836781
1148	0.292055492
1149	0.2919039295
1150	0.2918055784
1151	0.2917113469
1152	0.2912703351
1153	0.29101218
1154	0.2909200097
1155	0.290828869
1156	0.2904471295
1157	0.2904353214
1158	0.2901793163
1159	0.2900498188
1160	0.2899772951
1161	0.2896704763
1162	0.2892734247
1163	0.2892428583
1164	0.2892028534
1165	0.288996241
1166	0.2888758007
1167	0.288514691
1168	0.288320911
1169	0.2882239673
1170	0.2881024154
1171	0.2877546724
1172	0.2874881037
1173	0.2873816259
1174	0.286935972
1175	0.2868551825
1176	0.2866427034
1177	0.2864089782
1178	0.2861253797
1179	0.2859682715
1180	0.2858409635
1181	0.2858213016
1182	0.2857755043
1183	0.2856424189
1184	0.2853274956
1185	0.2852865427
1186	0.284898484
1187	0.284884784
1188	0.2846553274
1189	0.2844603311
1190	0.2840990118
1191	0.2839534586
1192	0.2836355684
1193	0.2835665541
1194	0.2834713814
1195	0.2833888992
1196	0.2830279969
1197	0.2828079252
1198	0.2826362632
1199	0.2825999671
1200	0.2824382209
1201	0.2824178309
1202	0.2822061134
1203	0.2819777781
1204	0.2817940273
1205	0.2817533412
1206	0.2815060674
1207	0.2812604999
1208	0.2810263999
1209	0.2809072405
1210	0.2808895603
1211	0.2804427625
1212	0.280370805
1213	0.2800540419
1214	0.2797143108
1215	0.2796581207
1216	0.2794646121
1217	0.2793332293
1218	0.2790369102
1219	0.2785769343
1220	0.2785082297
1221	0.2784459793
1222	0.2783375894
1223	0.2782962593
1224	0.2779732621
1225	0.2779072258
1226	0.2778753518
1227	0.2778709438
1228	0.277804579
1229	0.2774625657
1230	0.2773603685
1231	0.2770636875
1232	0.2769564092
1233	0.2767857978
1234	0.2766521415
1235	0.2766002989
1236	0.2765902684
1237	0.2765146147
1238	0.2764155754
1239	0.2763266901
1240	0.2761733263
1241	0.2757057766
1242	0.2754961874
1243	0.2752596315
1244	0.2749431536
1245	0.2748261679
1246	0.2747665675
1247	0.2746226017
1248	0.2741473236
1249	0.274102338
1250	0.2740284842
1251	0.2738994818
1252	0.2736922961
1253	0.2736289228
1254	0.2736134483
1255	0.2734513029
1256	0.2734092713
1257	0.2731571654
1258	0.2727376149
1259	0.2726264245
1260	0.2723354104
1261	0.2722151957
1262	0.2721792233
1263	0.2719735059
1264	0.2718365506
1265	0.2714756266
1266	0.2714334697
1267	0.2712134383
1268	0.2711790317
1269	0.271162129
1270	0.2710957184
1271	0.2708912628
1272	0.270408142
1273	0.2702615692
1274	0.2702299262
1275	0.2700802047
1276	0.2700383685
1277	0.2699935613
1278	0.2696680429
1279	0.2695463395
1280	0.2694812733
1281	0.2694459686
1282	0.2691191068
1283	0.2690772889
1284	0.269057478
1285	0.2686860736
1286	0.2686606763
1287	0.2686175025
1288	0.2683946236
1289	0.2681880397
1290	0.2681561602
1291	0.268131661
1292	0.268059463
1293	0.2680533906
1294	0.2679985925
1295	0.2679785625
1296	0.2679609067
1297	0.267716433
1298	0.2676578531
1299	0.2675849509
1300	0.2675549337
1301	0.267504685
1302	0.2674665114
1303	0.2674510473
1304	0.2671734263
1305	0.2669041321
1306	0.2667876869
1307	0.2666866574
1308	0.2665287441
1309	0.2664735493
1310	0.2662608716
1311	0.2657991838
1312	0.265679613
1313	0.2655197608
1314	0.2654163261
1315	0.2653045273
1316	0.2652455551
1317	0.2646861407
1318	0.2642904375
1319	0.2642031031
1320	0.2641374433
1321	0.2639166817
1322	0.2638269405
1323	0.263444808
1324	0.2633987049
1325	0.2632650687
1326	0.2630817605
1327	0.2627862666
1328	0.2627040071
1329	0.2624303733
1330	0.262417822
1331	0.2620909987
1332	0.262080339
1333	0.2619293516
1334	0.2615598679
1335	0.2613861503
1336	0.2613695757
1337	0.2613286695
1338	0.2611590515
1339	0.261129792
1340	0.2610391463
1341	0.2610011155
1342	0.2609562329
1343	0.2608594633
1344	0.26079602
1345	0.2605970972
1346	0.2602894948
1347	0.260254535
1348	0.2597322621
1349	0.2595075132
1350	0.2593287795
1351	0.2591337531
1352	0.2590969834
1353	0.25906601
1354	0.2588538088
1355	0.2588302513
1356	0.2587726224
1357	0.2586804741
1358	0.2585616747
1359	0.2584461405
1360	0.2581553743
1361	0.2580083035
1362	0.2579550166
1363	0.2577907764
1364	0.2576378343
1365	0.2572441317
1366	0.2571327254
1367	0.2570364519
1368	0.2568459148
1369	0.2567040167
1370	0.2565800934
1371	0.2564820163
1372	0.2564622268
1373	0.2563001104
1374	0.2561423746
1375	0.2560082853
1376	0.2559858451
1377	0.2559107411
1378	0.2557379775
1379	0.2556800238
1380	0.2554713626
1381	0.2553048039
1382	0.2552980393
1383	0.2551972356
1384	0.2548280208
1385	0.2546299049
1386	0.2545708241
1387	0.2543892899
1388	0.2542665077
1389	0.2542055088
1390	0.2540300276
1391	0.253843578
1392	0.2537132871
1393	0.2537090768
1394	0.2532997818
1395	0.2531716779
1396	0.2529876921
1397	0.2529159385
1398	0.2525776503
1399	0.2525493486
1400	0.2525196787
1401	0.2524141994
1402	0.2523886904
1403	0.2519319839
1404	0.2518212494
1405	0.2516864155
1406	0.2515491685
1407	0.2514360809
1408	0.2511532796
1409	0.2511074537
1410	0.2509853661
1411	0.2509414265
1412	0.2508999788
1413	0.2507578215
1414	0.2505738871
1415	0.2504158958
1416	0.2502890125
1417	0.2501529033
1418	0.2498857921
1419	0.2498436218
1420	0.2495561537
1421	0.2493465019
1422	0.2490829988
1423	0.2489574324
1424	0.2486126012
1425	0.2485776555
1426	0.2484979745
1427	0.248242496
1428	0.2480495947
1429	0.2479732883
1430	0.2477955179
1431	0.2476099606
1432	0.2474529108
1433	0.2474270834
1434	0.2471100378
1435	0.2470931378
1436	0.2468303818
1437	0.2468226282
1438	0.2465857043
1439	0.2465370139
1440	0.2464996672
1441	0.2462676168
1442	0.2459017465
1443	0.2458018918
1444	0.2457445099
1445	0.245701573
1446	0.2454619756
1447	0.2454289867
1448	0.245269802
1449	0.2450386451
1450	0.2446229624
1451	0.2445543654
1452	0.24431484
1453	0.2441540448
1454	0.2441473266
1455	0.243866985
1456	0.2435513989
1457	0.2434493203
1458	0.243323248
1459	0.2432205902
1460	0.2431336927
1461	0.2430117252
1462	0.2427712006
1463	0.2426513642
1464	0.2425234487
1465	0.2423105336
1466	0.2420988343
1467	0.2420028714
1468	0.2418262016
1469	0.2415592724
1470	0.2415173852
1471	0.2414984189
1472	0.2414392947
1473	0.2412400118
1474	0.2410804648
1475	0.2410439957
1476	0.2410008887
1477	0.240752119
1478	0.2405674218
1479	0.240341692
1480	0.240282426
1481	0.2402177202
1482	0.239931471
1483	0.2398984965
1484	0.2396931745
1485	0.2396681077
1486	0.239592969
1487	0.2394058749
1488	0.2392625342
1489	0.2389313987
1490	0.2387148668
1491	0.2382990691
1492	0.2381857026
1493	0.2380152978
1494	0.2379436166
1495	0.2378537923
1496	0.2375768486
1497	0.2374444905
1498	0.2374035308
1499	0.2372334405
1500	0.2370521431
1501	0.2370097394
1502	0.2368006764
1503	0.2367698143
1504	0.2366977924
1505	0.2366904755
1506	0.2366127258
1507	0.2365681139
1508	0.236374623
1509	0.2362757995
1510	0.2361490094
1511	0.2361341526
