iter	RMSE
1512	0.2357355055
1513	0.2355769071
1514	0.2353603758
1515	0.2353376669
1516	0.2350323899
1517	0.2349072744
1518	0.234686649
1519	0.234531908
1520	0.2343740496
1521	0.2343372993
1522	0.2341135137
1523	0.233993318
1524	0.2336425177
1525	0.2334551423
1526	0.2333812863
1527	0.2331889247
1528	0.2330706511
1529	0.2328865385
1530	0.2328569817
1531	0.2328373077
1532	0.2325884565
1533	0.2323638519
1534	0.2320689521
1535	0.2320511355
1536	0.2320281008
1537	0.2319967708
1538	0.2318783186
1539	0.2318250868
1540	0.2318014423
1541	0.2317331328
1542	0.2316357782
1543	0.2313775917
1544	0.2311780699
1545	0.2309418644
1546	0.2307805531
1547	0.2306817184
1548	0.2306681828
1549	0.2306515103
1550	0.2304179607
1551	0.2302745802
1552	0.2301642952
1553	0.2301074559
1554	0.229842563
1555	0.2295545433
1556	0.2294877004
1557	0.2293791124
1558	0.229280944
1559	0.2292516037
1560	0.2291588872
1561	0.2291088328
1562	0.2290155509
1563	0.2289956943
1564	0.228974277
1565	0.2288384247
1566	0.2288214037
1567	0.2286056619
1568	0.2285459488
1569	0.2284633508
1570	0.22841599
1571	0.2283059026
1572	0.228171919
1573	0.2281255062
1574	0.2280266061
1575	0.2279079523
1576	0.2277085141
1577	0.2275389777
1578	0.2274409824
1579	0.2273545063
1580	0.2270901459
1581	0.2268571681
1582	0.2266654694
1583	0.2264709446
1584	0.2262576743
1585	0.2261399541
1586	0.2259638722
1587	0.2258083837
1588	0.2256681884
1589	0.2256061772
1590	0.2254640987
1591	0.2252473659
1592	0.2250800796
1593	0.2248669129
1594	0.2248484413
1595	0.2246851083
1596	0.2245274091
1597	0.2245189942
1598	0.2244554544
1599	0.224441348
1600	0.2243617511
1601	0.224071921
1602	0.2240485254
1603	0.2240323268
1604	0.223854591
1605	0.2238331021
1606	0.2236687335
1607	0.2234958718
1608	0.2233298244
1609	0.2230650008
1610	0.2228885083
1611	0.2227636258
1612	0.2226301572
1613	0.2226163826
1614	0.222531682
1615	0.2223357969
1616	0.2222065789
1617	0.2220492874
1618	0.2220163203
1619	0.2218490336
1620	0.2218224736
1621	0.2217444621
1622	0.2216945877
1623	0.221571681
1624	0.2215450785
1625	0.2213912963
1626	0.2213843818
1627	0.221205293
1628	0.2209838433
1629	0.2209403254
1630	0.2208859721
1631	0.2208378308
1632	0.2205124859
1633	0.2203409619
1634	0.220180887
1635	0.2199281865
1636	0.2197223369
1637	0.2195255556
1638	0.2193754067
1639	0.2192893822
1640	0.2192172462
1641	0.2191067756
1642	0.2190817916
1643	0.2190533099
1644	0.219033665
1645	0.2188153668
1646	0.2185483108
1647	0.2185078126
1648	0.2183746648
1649	0.2183270171
1650	0.2181295852
1651	0.2178358948
1652	0.2178164786
1653	0.2177183292
1654	0.2176707204
1655	0.2175453731
1656	0.2173605013
1657	0.2172320008
1658	0.2171768017
1659	0.2169267219
1660	0.2165920971
1661	0.2164737467
1662	0.2162350788
1663	0.216224629
1664	0.2160084191
1665	0.2159882076
1666	0.2157510502
1667	0.21573156
1668	0.215642229
1669	0.2156276617
1670	0.2154487568
1671	0.2153278992
1672	0.2153126892
1673	0.2152434963
1674	0.215124516
1675	0.2150668727
1676	0.2149473588
1677	0.2148003072
1678	0.2146679891
1679	0.2146078875
1680	0.2145202398
1681	0.2145140577
1682	0.2142901479
1683	0.2142741448
1684	0.2140464918
1685	0.2140008503
1686	0.2139422701
1687	0.2137125556
1688	0.2136540408
1689	0.2134471654
1690	0.2133055868
1691	0.2132436213
1692	0.2130328791
1693	0.2128379432
1694	0.2126628223
1695	0.2123478431
1696	0.2123150402
1697	0.2122779696
1698	0.2120493227
1699	0.2119094295
1700	0.2117316084
1701	0.2117145544
1702	0.2116669478
1703	0.2116304237
1704	0.2113147851
1705	0.2110981837
1706	0.2110233172
1707	0.2109462877
1708	0.2107885967
1709	0.2105672471
1710	0.210417918
1711	0.2103703616
1712	0.210313415
1713	0.2101682031
1714	0.210161281
1715	0.2101494261
1716	0.2098713161
1717	0.2097185259
1718	0.20963861
1719	0.2094801214
1720	0.2093747893
1721	0.2091933367
1722	0.2091333541
1723	0.2089551236
1724	0.2089207047
1725	0.2088505513
1726	0.2087517343
1727	0.2084609245
1728	0.2084496831
1729	0.2083191542
1730	0.2083095414
1731	0.2082253729
1732	0.2081211105
1733	0.2081161575
1734	0.2080394953
1735	0.2080080775
1736	0.2079907597
1737	0.207798444
1738	0.2077784283
1739	0.2075278905
1740	0.2074577673
1741	0.2073148505
1742	0.2072514144
1743	0.2072404817
1744	0.2070714212
1745	0.20702111
1746	0.2069754777
1747	0.206964998
1748	0.2066574659
1749	0.2066154675
1750	0.2065287314
1751	0.2063577963
1752	0.2063056314
1753	0.2062187649
1754	0.2062057818
1755	0.2061609152
1756	0.2061101358
1757	0.205949948
1758	0.2058006537
1759	0.2057662037
1760	0.2055364348
1761	0.2055086518
1762	0.2054508655
1763	0.2052321381
1764	0.2051338224
1765	0.2051161173
1766	0.2050541386
1767	0.2050221171
1768	0.2049955722
1769	0.2048337138
1770	0.2045685914
1771	0.2043473291
1772	0.2043111357
1773	0.2041361576
1774	0.204110529
1775	0.2040949977
1776	0.2039311157
1777	0.2038861276
1778	0.2038722653
1779	0.203765506
1780	0.2035252167
1781	0.2033456438
1782	0.2032219871
1783	0.2031802851
1784	0.2031198388
1785	0.2030515966
1786	0.2029742581
1787	0.2028888985
1788	0.2027301875
1789	0.2025988058
1790	0.2025521282
1791	0.2025177048
1792	0.2023844851
1793	0.2023534721
1794	0.2022944318
1795	0.2022871752
1796	0.2022698974
1797	0.2021608374
1798	0.202076508
1799	0.2019364604
1800	0.2018610438
1801	0.2018200916
1802	0.2016993637
1803	0.2015785586
1804	0.2015068809
1805	0.2014792718
1806	0.2013190923
1807	0.2011297474
1808	0.2011104472
1809	0.2010545254
1810	0.201023864
1811	0.2009443652
1812	0.2007243604
1813	0.2007001225
1814	0.2006654934
1815	0.2005771666
1816	0.200506714
1817	0.2004889519
1818	0.2003830191
1819	0.2003773424
1820	0.2002779242
1821	0.2002267123
1822	0.200190765
1823	0.200129602
1824	0.1998662433
1825	0.1996977258
1826	0.1994701325
1827	0.1994581977
1828	0.1994151289
1829	0.1992673326
1830	0.1990815664
1831	0.1989720804
1832	0.1989374574
1833	0.1988344218
1834	0.1986775312
1835	0.1984773747
1836	0.1984734898
1837	0.1984684737
1838	0.198436365
1839	0.1983715811
1840	0.1982121681
1841	0.198068959
1842	0.197962568
1843	0.1979157581
1844	0.1978601399
1845	0.1978010812
1846	0.197781053
1847	0.1976213988
1848	0.1975682392
1849	0.1975399459
1850	0.1975345961
1851	0.1973871504
1852	0.1972747841
1853	0.1972718967
1854	0.1970261367
1855	0.1969788233
1856	0.19686969
1857	0.1967222314
1858	0.1964982199
1859	0.1964675096
1860	0.1963046955
1861	0.196265324
1862	0.1962062634
1863	0.1960939049
1864	0.1960775877
1865	0.1959635284
1866	0.1959437825
1867	0.1959139585
1868	0.1958272725
1869	0.1957798826
1870	0.1957441906
1871	0.1957268336
1872	0.1957183741
1873	0.1956974574
1874	0.1956731563
1875	0.1955318936
1876	0.195492682
1877	0.1954272389
1878	0.1954136986
1879	0.1952038998
1880	0.1951647192
1881	0.1951387808
1882	0.1950290433
1883	0.1947909319
1884	0.1947429246
1885	0.1946490534
1886	0.194488074
1887	0.1943624478
1888	0.1941792009
1889	0.1941714142
1890	0.1939497957
1891	0.1938580702
1892	0.1938514162
1893	0.1938449568
1894	0.1938162718
1895	0.1936710735
1896	0.1936217768
1897	0.1935648138
1898	0.1935284021
1899	0.1934285334
1900	0.1933753871
1901	0.1931922488
1902	0.1930489271
1903	0.1929110787
1904	0.1928204199
1905	0.1926884582
1906	0.1926746058
1907	0.1925416888
1908	0.1923560494
1909	0.1923405816
1910	0.1922553525
1911	0.1922478977
1912	0.1922117542
1913	0.1921529711
1914	0.1920626617
1915	0.1920201913
1916	0.1919995615
1917	0.191986153
1918	0.1918250086
1919	0.191787133
1920	0.191620296
1921	0.1916037015
1922	0.1915059319
1923	0.1914858413
1924	0.1914315691
1925	0.1913181734
1926	0.1911949785
1927	0.1911228183
1928	0.1910371456
1929	0.1909236686
1930	0.1909199324
1931	0.1908700971
1932	0.1907467742
1933	0.1906581157
1934	0.1905870484
1935	0.1905350781
1936	0.1905324562
1937	0.1904021815
1938	0.1903782878
1939	0.1900539063
1940	0.1898887413
1941	0.1898001864
1942	0.1897597668
1943	0.1896737017
1944	0.1896403355
1945	0.1895984546
1946	0.1895437793
1947	0.1894435879
1948	0.1893976881
1949	0.1893155709
1950	0.1892699926
1951	0.1892467703
1952	0.189208508
1953	0.1889932856
1954	0.1889733606
1955	0.1889248993
1956	0.1888318035
1957	0.188749899
1958	0.188657636
1959	0.188598626
1960	0.1884774191
1961	0.1884586843
1962	0.1884560078
1963	0.1884001196
1964	0.1883237811
1965	0.1882206874
1966	0.1881832541
1967	0.1880016015
1968	0.1879497868
1969	0.1879166561
1970	0.1878712549
1971	0.187805559
1972	0.1876779369
1973	0.187644267
1974	0.1875960463
1975	0.1874395883
1976	0.1873852942
1977	0.1873765426
1978	0.1873231535
1979	0.1872792404
1980	0.1872534502
1981	0.1870413262
1982	0.1870244852
1983	0.1869885438
1984	0.1868857426
1985	0.1867596083
1986	0.1866604338
1987	0.1865934139
1988	0.1865309842
1989	0.1863058183
1990	0.1862816509
1991	0.1861745875
1992	0.1860473523
1993	0.1860317688
1994	0.1860215495
1995	0.1859728207
1996	0.1858601023
1997	0.1858310285
1998	0.1857566861
1999	0.1857171095
