iter	GammaRMSEMetric
0	3.742065055
1	3.728573601
2	3.715134689
3	3.701611319
4	3.68792718
5	3.674068824
6	3.660200002
7	3.646471015
8	3.632630543
9	3.618757488
10	3.604812272
11	3.590931651
12	3.576719335
13	3.562887586
14	3.548760144
15	3.534414596
16	3.520254371
17	3.50608474
18	3.491787222
19	3.477954682
20	3.463915164
21	3.450032202
22	3.436225836
23	3.422413468
24	3.408497309
25	3.394504859
26	3.381026486
27	3.367842486
28	3.354751088
29	3.341371866
30	3.328151462
31	3.315003335
32	3.301389988
33	3.288229086
34	3.275674245
35	3.263031137
36	3.250478411
37	3.237802274
38	3.225149909
39	3.213154359
40	3.200829037
41	3.18843727
42	3.177192215
43	3.16590216
44	3.154781881
45	3.142785243
46	3.131532923
47	3.121226814
48	3.110454812
49	3.099100374
50	3.088204693
51	3.07711205
52	3.065873234
53	3.055420574
54	3.04582737
55	3.03496103
56	3.02601045
57	3.017398062
58	3.008290298
59	2.99975772
60	2.990847041
61	2.981624656
62	2.972471579
63	2.964360153
64	2.956665426
65	2.947727539
66	2.938738719
67	2.931261968
68	2.923483082
69	2.915790296
70	2.908144907
71	2.901630588
72	2.894613173
73	2.886408534
74	2.880558547
75	2.874489322
76	2.866898724
77	2.860139973
78	2.854050235
79	2.848679223
80	2.8418431
81	2.835947276
82	2.831386556
83	2.823898644
84	2.81889325
85	2.810961128
86	2.803360703
87	2.798063068
88	2.792419323
89	2.785964639
90	2.780192177
91	2.775252293
92	2.771682005
93	2.766697791
94	2.761095888
95	2.755740883
96	2.750766125
97	2.746071366
98	2.742264987
99	2.737935957
100	2.734528366
101	2.728482727
102	2.724722144
103	2.720453819
104	2.71520252
105	2.709859724
106	2.704821036
107	2.701637755
108	2.696721656
109	2.6928341
110	2.688885972
111	2.683950339
112	2.681037763
113	2.677685765
114	2.674237352
115	2.669624445
116	2.666386754
117	2.663119091
118	2.658147155
119	2.65466721
120	2.652312319
121	2.648186456
122	2.645534745
123	2.641582631
124	2.638465598
125	2.634971975
126	2.632110271
127	2.629337238
128	2.626436813
129	2.622746771
130	2.619041619
131	2.616599407
132	2.614004986
133	2.611814153
134	2.608734634
135	2.605127052
136	2.602912897
137	2.599650684
138	2.596379404
139	2.594059953
140	2.591278345
141	2.587350112
142	2.585623879
143	2.583499815
144	2.581461544
145	2.579190012
146	2.577453775
147	2.575210094
148	2.57168613
149	2.569410481
150	2.565980166
151	2.563245552
152	2.561162788
153	2.557904471
154	2.555292281
155	2.553569794
156	2.551440755
157	2.549771113
158	2.545329095
159	2.543489951
160	2.541742528
161	2.5388414
162	2.535974213
163	2.533538528
164	2.531697211
165	2.528685714
166	2.526804024
167	2.524195976
168	2.523078487
169	2.520553919
170	2.516961015
171	2.515178208
172	2.511851516
173	2.508034201
174	2.505174682
175	2.502626987
176	2.499738058
177	2.49822
178	2.496515247
179	2.493207129
180	2.491580193
181	2.490262602
182	2.487494754
183	2.484772136
184	2.482583427
185	2.480536914
186	2.478240842
187	2.474954692
188	2.474012046
189	2.471889503
190	2.468656549
191	2.466450856
192	2.465758253
193	2.463210669
194	2.460775036
195	2.460350064
196	2.45866398
197	2.457052108
198	2.454912045
199	2.454035724
200	2.45302003
201	2.449726026
202	2.447631462
203	2.446379115
204	2.443577033
205	2.442418366
206	2.440098564
207	2.439072819
208	2.436641561
209	2.434980051
210	2.433983656
211	2.433396889
212	2.431992829
213	2.430956038
214	2.428989644
215	2.427123714
216	2.425309756
217	2.425142103
218	2.42245539
219	2.420509455
220	2.417870646
221	2.414727935
222	2.413326302
223	2.413139321
224	2.411068249
225	2.408799004
226	2.407249393
227	2.406073286
228	2.404019832
229	2.402557735
230	2.401688361
231	2.399821269
232	2.398788353
233	2.398156898
234	2.396282753
235	2.395028717
236	2.392764653
237	2.389791857
238	2.388912
239	2.387353373
240	2.384833572
241	2.38265529
242	2.380909781
243	2.378060058
244	2.377499869
245	2.377370486
246	2.3753671
247	2.373544236
248	2.37242665
249	2.370798566
250	2.368617834
251	2.367904102
252	2.36545016
253	2.363714982
254	2.362864724
255	2.361010276
256	2.358382061
257	2.35619455
258	2.354057552
259	2.352279021
260	2.351704758
261	2.350149914
262	2.348232728
263	2.347176667
264	2.346682516
265	2.346230179
266	2.344825132
267	2.343141237
268	2.341805483
269	2.34164706
270	2.340631713
271	2.339148499
272	2.337379517
273	2.33603151
274	2.335904996
275	2.335190522
276	2.334466531
277	2.333063558
278	2.331038274
279	2.32985663
280	2.328820836
281	2.328650153
282	2.327899765
283	2.325985898
284	2.324036951
285	2.322748287
286	2.319314068
287	2.318304201
288	2.317901149
289	2.316870161
290	2.315252915
291	2.314898101
292	2.314241171
293	2.312853887
294	2.310616802
295	2.310249493
296	2.309297919
297	2.307055436
298	2.306699196
299	2.303745503
300	2.303393723
301	2.303062755
302	2.302406108
303	2.302256816
304	2.300273487
305	2.298860608
306	2.298331928
307	2.29594344
308	2.294284992
309	2.292485863
310	2.290565695
311	2.287982489
312	2.287225657
313	2.285703067
314	2.283715443
315	2.281794419
316	2.280390626
317	2.280137892
318	2.279545965
319	2.278168501
320	2.27607777
321	2.275758929
322	2.275470238
323	2.273095847
324	2.271910313
325	2.271604675
326	2.269769969
327	2.269543953
328	2.267620061
329	2.267129524
330	2.26600349
331	2.266042467
332	2.265296765
333	2.264738585
334	2.263656593
335	2.261914877
