iter	Passed	Remaining
0	1	2821
1	2	2695
2	3	2654
3	5	2648
4	6	2647
5	7	2640
6	9	2715
7	10	2736
8	13	3018
9	16	3373
10	22	4044
11	25	4179
12	28	4305
13	30	4381
14	33	4448
15	36	4500
16	38	4524
17	41	4526
18	42	4424
19	43	4330
20	45	4245
21	46	4169
22	47	4097
23	48	4032
24	50	3970
25	51	3916
26	52	3864
27	54	3816
28	55	3773
29	57	3749
30	60	3814
31	62	3815
32	63	3797
33	65	3762
34	66	3725
35	67	3691
36	68	3659
37	70	3629
38	71	3600
39	72	3571
40	74	3544
41	75	3520
42	76	3495
43	78	3472
44	79	3450
45	80	3428
46	82	3408
47	83	3389
48	84	3371
49	85	3352
50	87	3334
51	88	3318
52	89	3301
53	91	3286
54	92	3271
55	93	3256
56	95	3241
57	96	3227
58	97	3214
59	99	3201
60	99	3176
61	101	3164
62	102	3152
63	103	3141
64	105	3130
65	106	3120
66	107	3110
67	109	3100
68	110	3090
69	111	3080
70	113	3071
71	115	3084
72	116	3074
73	117	3065
74	119	3056
75	120	3046
76	121	3039
77	123	3031
78	124	3024
79	126	3039
80	127	3031
81	129	3023
82	129	3001
83	131	2993
84	132	2986
85	133	2978
86	135	2971
87	136	2957
88	137	2951
89	138	2944
90	140	2937
91	141	2931
92	142	2924
93	143	2918
94	145	2912
95	146	2905
96	153	3010
97	155	3009
98	156	3003
99	157	2996
100	159	2989
101	160	2983
102	161	2976
103	162	2969
104	164	2962
105	165	2956
106	166	2950
107	168	2945
108	169	2939
109	170	2934
110	172	2928
111	173	2923
112	174	2917
113	176	2912
114	177	2906
115	178	2901
116	182	2930
117	184	2943
118	188	2980
119	192	3023
120	196	3051
121	199	3065
122	201	3077
123	204	3092
124	207	3106
125	209	3117
126	212	3131
127	215	3145
128	217	3157
129	220	3168
130	222	3179
131	225	3189
132	227	3197
133	230	3207
134	232	3217
135	235	3225
136	237	3233
137	240	3242
138	242	3249
139	244	3242
140	245	3235
141	246	3228
142	248	3221
143	249	3213
144	250	3206
145	251	3199
146	253	3192
147	254	3185
148	255	3179
149	257	3172
150	258	3166
151	259	3159
152	261	3152
153	262	3145
154	263	3138
155	264	3131
156	266	3124
157	267	3118
158	268	3112
159	271	3122
160	274	3139
161	277	3147
162	279	3153
163	282	3160
164	284	3166
165	287	3174
166	289	3180
167	295	3224
168	299	3243
169	303	3263
170	306	3275
171	309	3286
172	311	3294
173	314	3300
174	317	3306
175	319	3313
176	322	3318
177	324	3323
178	327	3328
179	329	3332
180	332	3337
181	334	3342
182	336	3346
183	339	3348
184	341	3352
185	345	3372
186	348	3378
187	351	3391
188	354	3395
189	357	3404
190	360	3417
191	363	3423
192	366	3428
193	368	3432
194	371	3435
195	373	3442
196	376	3448
197	378	3448
198	380	3441
199	381	3433
200	382	3426
201	384	3419
202	385	3412
203	389	3430
204	391	3429
205	393	3429
206	395	3422
207	396	3415
208	397	3408
209	399	3401
210	400	3394
211	401	3386
212	402	3380
213	404	3373
214	405	3366
215	406	3359
216	408	3353
217	409	3346
218	410	3339
219	412	3333
220	413	3330
221	416	3332
222	417	3327
223	418	3321
224	420	3314
225	421	3308
226	422	3302
227	424	3297
228	425	3291
229	426	3284
230	428	3278
231	429	3272
232	430	3266
233	431	3259
234	433	3253
235	434	3246
236	435	3240
237	436	3234
238	438	3228
239	439	3222
240	440	3216
241	441	3210
242	443	3205
243	444	3199
244	445	3193
245	447	3188
246	448	3182
247	449	3177
248	451	3172
249	452	3166
250	453	3161
251	454	3155
252	456	3150
253	457	3145
254	458	3139
255	460	3134
256	461	3129
257	462	3124
258	464	3119
259	465	3114
260	466	3109
261	467	3104
262	469	3098
263	470	3093
264	471	3088
265	472	3083
266	474	3077
267	475	3072
268	476	3067
269	478	3062
270	479	3057
271	480	3052
272	481	3048
273	483	3043
274	484	3039
275	485	3034
276	487	3033
277	488	3028
278	490	3024
279	491	3019
280	492	3014
281	494	3012
282	496	3013
283	497	3008
284	499	3003
285	500	2998
286	501	2994
287	502	2989
288	504	2985
289	505	2980
290	506	2976
291	508	2972
292	509	2967
293	510	2963
294	512	2959
295	513	2955
296	514	2951
297	515	2946
298	517	2942
299	518	2937
300	519	2933
301	520	2928
302	522	2925
303	525	2930
304	526	2928
305	529	2930
306	531	2928
307	532	2924
308	533	2920
309	534	2916
310	536	2912
311	537	2908
312	538	2904
313	540	2900
314	541	2896
315	542	2892
316	544	2888
317	545	2884
318	546	2880
319	547	2875
320	549	2872
321	550	2867
322	551	2863
323	552	2860
324	554	2856
325	555	2853
326	558	2856
327	559	2852
328	561	2851
329	563	2852
330	565	2853
331	568	2854
332	571	2860
333	574	2863
334	581	2890
335	587	2907
