iter	Passed	Remaining
0	3	7244
1	5	5755
2	8	5560
3	10	5410
4	12	5070
5	15	5309
6	18	5245
7	20	5151
8	23	5088
9	25	5023
10	35	6412
11	44	7419
12	47	7265
13	50	7118
14	52	6959
15	54	6748
16	55	6514
17	57	6295
18	58	6104
19	59	5925
20	61	5766
21	62	5619
22	63	5487
23	65	5362
24	66	5246
25	67	5146
26	69	5049
27	70	4962
28	71	4876
29	73	4796
30	74	4721
31	75	4650
32	76	4585
33	78	4522
34	79	4463
35	80	4409
36	82	4356
37	83	4308
38	84	4260
39	86	4214
40	87	4172
41	88	4132
42	89	4094
43	91	4056
44	92	4019
45	93	3986
46	95	3953
47	96	3922
48	97	3892
49	99	3863
50	100	3835
51	101	3808
52	103	3784
53	104	3758
54	105	3734
55	106	3711
56	108	3687
57	109	3665
58	110	3643
59	112	3622
60	113	3601
61	114	3581
62	115	3562
63	117	3544
64	118	3527
65	119	3510
66	121	3493
67	122	3476
68	123	3461
69	124	3445
70	126	3430
71	127	3415
72	128	3402
73	130	3388
74	131	3374
75	132	3362
76	134	3350
77	135	3338
78	136	3326
79	138	3314
80	139	3302
81	140	3290
82	142	3279
83	143	3269
84	144	3258
85	146	3263
86	150	3314
87	153	3332
88	155	3328
89	156	3317
90	157	3307
91	158	3295
92	160	3285
93	161	3275
94	162	3264
95	165	3274
96	166	3263
97	167	3253
98	168	3243
99	170	3234
100	171	3225
101	172	3215
102	174	3207
103	177	3228
104	178	3220
105	179	3211
106	181	3202
107	182	3193
108	183	3184
109	184	3176
110	186	3167
111	187	3159
112	188	3151
113	190	3144
114	191	3138
115	192	3131
116	194	3124
117	195	3116
118	196	3108
119	197	3101
120	199	3094
121	200	3087
122	202	3087
123	204	3098
124	206	3097
125	207	3092
126	210	3109
127	212	3102
128	213	3095
129	214	3088
130	215	3081
131	217	3076
132	218	3070
133	220	3064
134	221	3058
135	222	3052
136	224	3048
137	226	3058
138	227	3052
139	229	3045
140	231	3058
141	233	3051
142	234	3045
143	235	3039
144	237	3032
145	238	3027
146	239	3021
147	240	3015
148	242	3009
149	243	3004
150	244	2998
151	246	2992
152	247	2987
153	248	2982
154	250	2976
155	251	2970
156	252	2964
157	253	2959
158	255	2954
159	256	2948
160	257	2943
161	259	2938
162	260	2933
163	261	2928
164	262	2924
165	264	2919
166	265	2914
167	266	2909
168	268	2904
169	269	2899
170	270	2894
171	271	2890
172	273	2885
173	274	2881
174	275	2877
175	277	2872
176	278	2868
177	279	2863
178	281	2859
179	282	2854
180	283	2850
181	284	2845
182	286	2841
183	287	2837
184	288	2832
185	290	2828
186	291	2824
187	292	2820
188	293	2816
189	295	2812
190	296	2808
191	297	2803
192	299	2799
193	300	2796
194	301	2792
195	303	2788
196	304	2785
197	305	2781
198	306	2777
199	308	2772
200	309	2768
201	310	2764
202	311	2761
203	313	2757
204	314	2754
205	315	2750
206	317	2747
207	318	2743
208	319	2740
209	321	2736
210	322	2732
211	323	2729
212	324	2725
213	326	2722
214	327	2718
215	328	2715
216	330	2712
217	331	2708
218	332	2705
219	333	2702
220	335	2699
221	336	2695
222	337	2692
223	339	2689
224	340	2685
225	341	2683
226	343	2679
227	344	2676
228	345	2675
229	348	2680
230	350	2680
231	351	2677
232	352	2673
233	353	2670
234	355	2667
235	356	2664
236	357	2660
237	359	2663
238	361	2660
239	362	2657
240	363	2653
241	364	2650
242	366	2647
243	367	2644
244	368	2641
245	370	2639
246	372	2640
247	373	2639
248	379	2667
249	380	2664
250	381	2661
251	383	2658
252	384	2655
253	385	2652
254	387	2648
255	388	2645
256	389	2643
257	391	2640
258	392	2639
259	394	2641
260	396	2642
261	398	2646
262	400	2643
263	401	2640
264	402	2637
265	404	2634
266	405	2632
267	406	2629
268	408	2626
269	409	2623
270	410	2620
271	412	2617
272	413	2614
273	414	2611
274	415	2608
275	417	2606
276	419	2607
277	421	2608
278	422	2606
279	423	2603
280	425	2600
281	426	2597
282	427	2593
283	428	2590
284	430	2587
285	431	2585
286	432	2582
287	433	2579
288	435	2576
289	436	2573
290	437	2571
291	439	2568
292	440	2565
293	441	2563
294	443	2560
295	444	2557
296	445	2554
297	446	2552
298	448	2549
299	449	2547
300	450	2544
301	452	2542
302	453	2539
303	454	2537
304	456	2534
305	457	2531
306	458	2529
307	459	2526
308	461	2523
309	462	2521
310	464	2519
311	466	2523
312	469	2527
313	470	2525
314	471	2522
315	472	2520
316	474	2517
317	475	2514
318	476	2512
319	478	2509
320	479	2507
321	480	2504
322	481	2502
323	483	2499
324	484	2496
325	485	2493
326	486	2491
327	488	2488
328	489	2485
329	490	2483
330	491	2480
331	493	2477
332	494	2475
333	495	2472
334	497	2470
335	498	2468
336	499	2465
337	501	2463
338	502	2460
339	503	2458
340	504	2455
341	506	2453
342	507	2451
343	508	2448
344	509	2446
345	511	2443
346	512	2441
347	513	2439
348	515	2436
349	516	2434
350	517	2431
351	518	2429
352	520	2426
353	521	2424
354	522	2422
355	524	2419
356	525	2417
357	526	2415
358	527	2412
359	529	2410
360	530	2408
361	531	2405
362	532	2403
363	534	2401
364	535	2399
365	536	2396
366	538	2394
