iter	GammaRMSEMetric
0	3.221977118
1	3.214334138
2	3.206007881
3	3.198111218
4	3.19023464
5	3.181996387
6	3.174247058
7	3.165849386
8	3.157985418
9	3.150470965
10	3.142618445
11	3.134172918
12	3.12706968
13	3.119882545
14	3.112491676
15	3.105565556
16	3.097818903
17	3.089933904
18	3.082003351
19	3.074100239
20	3.067096204
21	3.059716698
22	3.052492717
23	3.045861973
24	3.038582408
25	3.03145244
26	3.024183026
27	3.017908114
28	3.011452048
29	3.005104462
30	2.999626256
31	2.993728096
32	2.987681967
33	2.981760726
34	2.976299253
35	2.97088713
36	2.965322271
37	2.958754356
38	2.952289857
39	2.946178152
40	2.940137505
41	2.935434307
42	2.927547454
43	2.921397064
44	2.916154379
45	2.910263601
46	2.904748271
47	2.898861459
48	2.894597022
49	2.890250818
50	2.884948111
51	2.879501119
52	2.873773164
53	2.868743149
54	2.86394352
55	2.859215656
56	2.853789994
57	2.84780466
58	2.843145375
59	2.838189417
60	2.834532907
61	2.82916281
62	2.824699357
63	2.820125042
64	2.816261748
65	2.812686841
66	2.809097137
67	2.805297227
68	2.802041837
69	2.799679943
70	2.796212514
71	2.793531675
72	2.789396016
73	2.786889673
74	2.783450247
75	2.779515029
76	2.775907904
77	2.772823318
78	2.769523676
79	2.764435748
80	2.761827794
81	2.759243802
82	2.757265874
83	2.754156458
84	2.751102168
85	2.748491967
86	2.745788398
87	2.742466726
88	2.738575985
89	2.735645781
90	2.732590385
91	2.730660476
92	2.726741813
93	2.723725946
94	2.720915928
95	2.718229876
96	2.714887497
97	2.711134384
98	2.708239738
99	2.705488126
100	2.704212317
101	2.701697948
102	2.699776602
103	2.697129465
104	2.695290043
105	2.69408277
106	2.691672387
107	2.688101804
108	2.687087652
109	2.683323983
110	2.681536496
111	2.678291964
112	2.676322489
113	2.675005787
114	2.673696693
115	2.670458721
116	2.668422473
117	2.666645031
118	2.663088868
119	2.661299216
120	2.657897533
121	2.657351066
122	2.654322069
